ID,Mass,RT,Col-root-NL-0V,Col-root-NL-5V,Col-root-NL-10V,Col-root-NL-15V,Col-root-NL-20V,Col-root-NL-25V,Col-root-NL-30V,Col-root-NL-35V,Col-root-NL-40V,Col-root-NL-45V
1,446.2449,13.09,72417058.34,50147112.86,18943438.27,4487900.658,1549079.721,826858.1942,584082.5927,470697.3277,400685.6778,324720.1853
2,448.2585,14.38,121020488.4,88357749.03,41257482.76,1,177974.9236,92492.38619,14942.07787,2774644.169,2360321.489,1453462.633
3,791.5898,5.56,41296792.64,41512247.61,40278990.51,34786761.47,31219086.98,28644429.89,26553889.98,24186764.74,22185168.74,19751296.47
4,678.5055,5.28,40898212.71,40976707.2,39245211.97,35396759.93,33138781.75,31020442.68,28336961.51,24677495.37,22539232.95,20307993.41
5,468.2258,13.08,11570060.92,13920608.15,41137898.19,50143708.73,46008889.05,43030560.11,40796078,32878492.49,25430654.47,19731910.88
6,446.2441,13.09,74484814.16,49160109.06,17992766.18,2120009.549,1360791.471,652215.6103,173310.0171,238101.1746,150153.5224,30257.56725
7,470.2411,14.39,12697378.31,17575298.63,35725165.87,49075296.12,63337974.7,61340179.05,61573191.36,66698215.28,57978855.76,43192271.03
8,904.6739,5.78,26712599.1,27078730.56,26952196.79,24070297.78,19596521.19,17710932.37,16196072.57,14864427,13656230.65,12722877.64
9,892.4794,13.08,49915287.07,40084837.29,14207507.45,738294.5737,2045.971778,1,170436.2658,214194.1446,124664.2203,169017.1001
10,334.2516,13.08,23042606.37,41105129.92,55961434.78,50451102.29,43739619.67,35057899.27,27023062.6,23000971.32,20967990.16,18474535.61
11,477.2865,12.3,19612819.07,17874691.44,10257573.72,7084615.27,6339088.846,5276483.077,4264959.034,3470492.772,2998306.082,2641789.999
12,519.3338,12.35,20509225.25,21037009.06,20516101.4,15401283.09,9219169.882,6830202.997,6212947.973,6035652.532,5548131.571,4756660.553
13,364.1144,2.94,11913383.06,15860195.07,19951326.87,15471743.7,24882377.5,19485865.96,17679715.39,15226559.63,10881112.95,6554371.264
14,565.4216,4.9,19375547.69,19858588.87,19439485.22,19193365.57,18413608.66,16366414.8,13972933.56,12579349.64,11447790.99,10618678.48
15,201.1193,6.01,24724542.45,26671643.29,19890956.9,7975490.042,4232442.575,3198383.983,2133610.36,1111840.349,513323.5652,222829.3035
16,517.3181,11.62,17193159.13,17456813.09,17130211.41,12453180.24,7327087.847,5313398.58,4855605.444,4655822.311,4276357.886,3636231.236
17,446.2442,13.22,1,1,1,1,1,1,1,1,1,1
18,273.2679,10.02,15402136.19,15580296.17,15512174.92,14639262.54,10574478.78,3872596.722,841569.9851,121130.613,25036.76514,13942.17371
19,707.5069,18.39,2442403.152,36967210.78,31886505.01,22426741.52,6902115.331,1032573.121,369050.6343,273742.6009,92246.3418,126880.3937
20,475.2708,11.58,13039338.71,11743955.45,6428190.276,4109291.357,3291512.844,2626668.895,2092442.789,1681435.938,1362512.277,1141250.606
21,812.2519,6.79,14806275.86,13735538.47,13388578.23,22266134.48,15175262.31,20627159.99,12654057.04,11473993.56,8327815.37,7073905.597
22,610.155,3.94,24697795.67,21106776.38,12563875.26,11230898.28,13179440.7,12818144.82,10214563.18,9015962.291,8548471.87,8343525.381
23,317.2942,10.11,10242833.76,10282106.58,10124470.16,9489364.27,6378082.486,2486295.016,517788.4006,69906.88324,14486.60075,9625.983398
24,440.1305,5.07,21604518.35,21393529.71,21319231.38,21587245.36,19715849.66,14479329.37,6672642.245,2750988.946,1320468.539,1539042.161
25,468.1884,13.08,11435979.4,5593405.797,42260888.74,51550064.25,49388158.25,47950518.55,46383492.45,43940014.1,42082968.06,24299409.53
26,918.4994,14.4,47905784.13,26110366.18,19842738.41,3778571.687,183827.6922,876332.4995,457904.172,14206.44758,200677.2525,451321.4372
27,779.5456,19.56,5576073.455,5594872.983,5638800.641,5826382.155,5035104.965,4409063.786,3706069.838,2823510.975,5101511.72,5443044.044
28,233.0915,9.43,16851390.16,16725639.8,10467255.18,4447300.279,2955444.97,2136506.604,1255145.516,580615.0584,222895.056,78306.2778
29,594.1599,4.31,21141795.53,17202141.9,11278172.21,11324682.37,13512700.19,12403993.59,10594404.54,9592915.888,9387227.746,8852068.882
30,914.4599,13.08,25433748.95,20290202.8,7426909.606,376277.5035,10562.04645,651495.7004,43622.70357,236169.0893,1203140.472,1890436.414
31,336.2674,14.38,507276.7249,4849053.493,2637313.761,21537235.28,20843432.44,17087293.41,5626068.266,12486952.48,13367045.08,13129000.7
32,394.1249,3.17,9207646.689,14078594.74,20049470.81,20680540.73,17131475.41,14211639.15,13046131.47,11989132.44,10240556.02,7546978.593
33,468.2142,13.09,10343906.27,29064610.08,40827287.27,49917684.95,45920518.38,44218130.27,40215742.71,32378810.29,24892017.93,19203454.17
34,706.2455,2.93,19522229.26,6642830.538,583893.1133,105955.6896,184020.0659,177245.9585,200683.5049,216495.6142,236590.8132,243828.5292
35,662.4474,18.4,8428183.158,6537541.605,10294341.87,18362747.42,30224437.25,25122993.81,15085415.41,7998554.618,5741695.206,4338348.667
36,812.2522,7.09,11359843.02,10609443.77,11544359.64,7341155.562,7282527.907,10640863.16,10190135.19,6243172.057,7526510.733,4046477.04
37,159.0693,9.79,14128395.84,12833407.06,5244597.439,1190706.45,311812.424,119424.9712,30328.89496,1,1,1
38,766.2656,3.17,12703635.87,9280331.012,1875223.866,188610.8897,79698.76241,75125.56158,93930.80467,94123.96574,101248.034,111318.0672
39,414.2048,11.24,7050904.721,8409264.467,7144077.857,5453784.01,4037700.652,3176311.284,2208146.023,1349477.197,1039676.915,949560.6293
40,302.0436,3.94,156122.1096,370484.5915,1541391.552,5043479.511,10489336.15,13062646.31,13794441.19,13852124.77,13539312.73,12582660.35
41,162.0691,2.94,11449216.02,7063919.074,10356764.93,6753013.134,3695068.118,2267920.342,1474745.129,1145999.239,959917.5998,858490.645
42,892.488,13.27,1,1,1,4836.656193,1,1,1,1,1,1
43,624.1707,4.4,12959459.12,10581107.05,4956112.001,2857473.817,2635238.737,3308901.717,2507757.908,2199999.276,2055096.816,1947939.894
44,334.2517,13.26,1,1,1,1,1,1,1,1,1,1
45,432.2282,12.7,6299388.227,4704446.656,3133106.679,1964504.081,1051907.506,790214.7383,693505.2616,619473.3412,441626.0143,318122.2038
46,286.0477,4.31,171664.7658,337389.6405,1546237.692,4998240.663,9380190.497,11524186.94,12375385.1,12703293.3,12698287.26,12176432.86
47,111.9924,13.08,452253.5104,353545.0339,1590568.65,5364795.425,11135036.61,12697588.66,12174423.32,11473895.66,14556928.03,17925398.33
48,452.3368,4.4,5146487.357,5105664.746,4903075.641,4777404.874,4037609.651,3264793.706,2887266.373,2658681.358,2077336.009,1553204.085
49,1017.7574,5.96,6826826.893,7239701.935,6800109.444,6744715.786,5300376.957,3779272.648,3867525.402,3430699.466,2953956.091,2792116.225
50,336.267,12.3,999704.9454,2345704.633,9512388.906,10963856.11,10797191.32,9057316.308,6348726.186,4502505.41,3697200.026,3488932.54
51,183.0666,12.35,68702.36291,163336.1828,1533262.579,7167540.744,12029888.63,13291785.18,13148534,12414880.18,10959299.03,9502785.192
52,335.1011,6.55,7652196.249,6143829.207,3234427.371,1653996.784,1039998.106,677778.7263,377273.1763,178727.2919,91568.05712,52627.87489
53,448.101,3.94,905661.3629,4179230.28,10615748.99,9916048.076,5118709.721,2097364.382,1043945.128,598363.017,406339.9493,420544.6299
54,434.2435,13.74,4635334.129,3638013.202,2819967.012,1946178.265,1264979.488,1060824.161,974481.4002,797588.9109,725380.1825,540245.6164
55,495.3341,13.18,4105470.846,4319664.51,4745112.386,5233119.956,4281076.491,3211855.337,2636008.969,2284513.77,1836841.267,1357486.506
56,130.042,2.94,9071873.732,11602176.36,10401722.48,9951577.749,2407158.365,4386698.357,9355045.886,8413458.139,6778610.402,5297105.149
57,777.5309,18.17,3632478.242,3805369.577,2664667.98,3378308.615,4402060.882,3524529.594,3696109.61,3577387.808,3727778.164,4105920.878
58,102.0469,2.94,2281188.91,4357117.539,8437508.64,11635388.31,11034989.15,8012339.225,6660983.238,5551909.311,2518718.031,3288415.557
59,470.2411,14.95,3362257.969,3325844.995,1988173.009,2541720.759,1216104.915,3086896.986,3073664.037,2261757.972,3389147.407,999694.5652
60,432.106,4.31,926976.4392,3552788.906,9295490.042,8277856.283,4464863.399,2101265.327,1136963.48,638940.5908,424269.3794,357706.8566
61,521.3491,13.24,4320645.382,4264049.171,4187147.761,3788941.647,2977556.712,2682076.309,2411167.577,2372609.226,1969573.746,1464361.39
62,397.1599,6.37,6565451.773,4715129.063,4761786.549,4281980.899,3019600.848,2378289.651,2221772.073,2133536.746,2021269.095,1854682.07
63,183.0665,11.62,56522.62309,123501.581,1319561.304,5750515.893,9728633.08,10513305.73,10497691.61,9444938.574,8328394.134,6798273.186
64,494.2589,18.38,1,1,1,1,12746.76583,448126.0847,2015638.111,1303565.602,13839915.54,17011401.51
65,103.1012,1.01,4167774.803,7571611.004,6842293.797,1646243.057,1,167456.6196,1,1,369232.872,1
66,131.0952,1.45,10198856.63,3443163.172,816023.6171,517036.9329,383367.3446,266847.9412,141421.5861,91132.63804,61214.90143,25993.07991
67,662.4473,18.27,1,1,1,1,1,1,1,1,1,1
68,874.4772,13.04,2772200.915,6689265.948,2667914.962,120460.469,2421.269577,1,1,1,1,1
69,470.2728,14.18,63229.2142,1,16036.25418,1,1,20070.69628,1,1,1,1
70,185.1248,11.9,6536412.366,3917853.942,653823.6124,54215.79963,5225.901591,1408.584339,1,1,1,1
71,398.1151,4.45,6543906.244,3846953.986,2497078.133,1955328.065,1619764.715,1494575.768,1267325.977,1054318.071,912004.7201,376733.6517
72,536.5289,18.58,10440852.71,14565086.69,18730586.57,12590624.7,16177023.53,11583731.87,8747398.39,5039565.355,3554461.021,3188105.945
73,422.2437,14.13,3005379.957,2011850.956,686110.4892,1442308.24,769491.7883,486008.3162,432515.9873,368010.8318,278508.1917,170930.8318
74,796.5113,19.29,5214327.908,5073771.446,5474007.045,5870034.128,6029355.687,5774515.391,5412382.82,5117109.706,4530203.708,3251996.996
75,428.233,13.07,10067314.68,11504878.47,9628495.333,5600771.899,2646918.444,1277717.42,456410.9484,78545.22818,42216.50296,10221.45046
76,334.2514,11.58,933117.268,1942466.853,6598417.651,8142483.113,7287148.538,5853474.311,3863995.296,2615269.945,1914465.782,1734520.072
77,316.0588,4.41,62944.74451,51488.26943,874365.3543,2820808.097,6005303.941,7822824.424,7948968.924,7771810.059,7505202.704,6963007.254
78,354.0955,3.28,4824287.388,4017451.784,2864687.18,2178649.739,1941274.051,1588495.348,1408836.321,1108821.76,819442.4603,564621.2763
79,191.135,2.44,7973947.534,7758733.493,4673021.114,1331394.591,376812.5293,233675.7087,166729.0833,101656.1947,70964.95561,41160.1397
80,519.333,12.58,5175925.844,4450569.094,4485109.764,4041179.198,2659984.706,1251073.249,703513.6142,576679.2008,517950.4692,377743.9075
81,740.2188,3.64,7907214.439,7130303.576,4978409.593,4194640.126,4159504.604,4451122.356,4122639.33,3275118.296,2595844.534,2230919.173
82,428.233,13.08,8072507.562,9144109.974,7621798.307,4435428.022,2239380.002,869852.0899,343387.5417,82531.46718,45268.29199,61486.75997
83,874.4758,13.08,7261818.537,3705034.319,2626031.708,154631.2086,2421.269577,1,1,1,1,1
84,337.3357,17.88,9722148.535,6362711.917,4925704.344,2683001.499,964492.4969,582173.4037,298628.1474,149872.1824,57749.34121,21700.81964
85,606.3829,18.4,7640.487141,1564.107653,3649.923645,1218994.492,4309919.099,10937868.73,12488738.1,9204821.776,3714827.332,741446.0251
86,435.1748,5.07,6687413.25,1839681.738,203579.8617,8383.62527,1,1,1,1,1,1
87,175.14,6.07,6780184.673,7909401.925,5469840.833,3865886.756,3289115.477,2362215.286,1405432.318,688787.8753,309338.1171,129153.9817
88,159.069,4.2,6321069.85,6253329.386,3025622.438,1271256.89,928534.6992,813540.1481,641216.6524,713159.3084,632389.76,550497.6847
89,462.1167,4.41,462976.9954,2277885.285,6402393.252,6109764.116,2905696.123,878292.8659,242692.5673,134760.9806,116652.9869,162265.9504
90,281.2719,18.61,1,1,1,688.3738177,355373.0814,1521860.856,4785785.496,7254968.489,7468534.1,8696517.856
91,116.0503,9.79,947313.8845,1163670.201,2777934.64,6384934.952,7569608.349,5923288.62,3593791.81,1846565.554,827597.0276,370954.0558
92,390.2779,17.37,5130396.133,3996207.959,3287940.055,1869227.278,1308576.918,817624.7843,612281.7879,534614.4931,458512.6046,291832.8432
93,440.13,4.92,5688403.446,5640189.774,5650324.516,5512616.241,3890086.058,1988024.871,896221.175,512312.5523,457707.7479,486150.7099
94,235.1067,6.37,5113119.983,5168889.011,3351739.359,1817497.358,1167181.81,971806.5672,977775.9229,1078785.139,1164011.126,1285471.609
95,468.2258,13.33,4290723.451,1,1,1,1,1,1,1,1,2565587.066
96,897.511,14.8,1,1,1,1,1,1,1,1,1,1
97,550.3213,18.38,1,1,1,78232.04656,657041.879,2793769.884,7554492.162,9438134.868,9618283.546,5670965.238
98,359.1581,2.93,2826729.813,860663.5038,19263.27428,7442.859112,1,3670.494864,5367.891845,4511.698151,7419.339129,7580.918158
99,103.0998,12.37,243287.3064,373401.4273,634101.0439,1400809.048,2103494.228,3261750.81,4215975.181,4699590.779,6091487.617,6825264.452
100,208.0955,1.25,5230193.45,4459753.554,2457647.703,1500621.001,970640.2283,623220.8115,336381.574,124329.3547,67287.7615,9868.349734
101,536.5283,18.56,1,1,1,12586486.81,16160763.73,11538835.62,8769307.815,5060801.189,3522096.16,3211161.432
102,103.0999,11.64,237554.207,394037.9179,757806.6699,1432109.842,2166905.141,3471697.863,4066327.459,5156735.914,5636816.647,6379603.382
103,238.0845,5.07,2741991.284,4407441.494,6559966.393,6017294.83,3501293.762,1480407.976,456956.9414,133326.0976,32315.00266,14358.54025
104,187.1027,4.83,3184409.255,3278128.115,2140430.12,925130.3733,534906.3622,423051.4131,329030.7317,225718.3579,167122.1281,135704.9616
105,113.0842,5.56,130360.0912,176146.5928,290603.6122,1201102.357,2832517.878,3858002.747,4644747.997,5346240.353,5438133.681,4405646.944
106,103.0999,12.58,328136.8525,404385.5985,733849.5143,1570650.93,2549198.246,4029054.525,4892931.697,4897946.419,5940511.779,6214203.635
107,286.0488,3.63,168873.8952,302256.3984,947871.2112,1700154.318,2824152.282,3852537.502,4378184.002,5394026.88,5147175.899,5190934.463
108,940.4825,14.21,1,1,1,1,1,1,1,1,1,1
109,339.252,3.7,1753009.082,1767431.993,1722372.736,1508789.712,1332791.28,1154482.637,874173.8433,445376.1333,133155.7506,35524.53125
110,915.4726,13.32,1,1,1,19819.50872,1,1,1,1,1,1
111,366.2779,17.8,3728612.122,4135950.107,2416630.336,1598302.453,1048689.34,379628.5788,123548.3355,65625.61072,59077.67987,54169.16519
112,763.5299,18.29,3917963.651,3272842.605,1905886.093,20141.40233,1,1,1,1,1,1
113,281.273,15.58,4202462.726,3498270.866,1775981.394,438090.1634,132430.4934,53648.96761,26429.351,1,1,1
114,878.5064,14.4,9053708.914,11034749.35,4660538.441,72278.74366,789.1693022,1,1,1,1,1
115,428.2331,13.28,1,1,1,1,1,1,1,1962.331194,3514.950384,1
116,159.0683,4.45,1589581.029,2052373.596,1940746.016,1950196.587,2449954.653,2994004.163,3574686.261,4016860.467,4150356.423,4813504.441
117,144.0452,9.79,1188883.632,2202660.182,5244195.413,3784948.03,1425424.764,485195.2713,158678.442,72954.62706,28105.83633,8217.615532
118,304.0795,1.88,2120852.449,2313671.59,2241727.912,1854652.789,972882.4517,395606.7043,263865.3495,229455.8546,173316.3347,175922.5907
119,588.5602,19.19,5490445.458,7840522.864,12153294.23,12806796.05,11001124.44,5759765.368,3942634.754,957246.0926,1184516.423,1228292.52
120,168.0189,13.08,727827.182,2242449.023,4697305.741,6444700.716,6973605.77,6388937.57,5716288.381,4729801.291,3916537.416,3246280.373
121,422.2434,14.13,3185642.381,2174014.65,2031652.686,1631017.429,919810.9038,627987.1592,540728.9052,1593.994567,86836.91574,228242.1088
122,335.3476,14.38,2723022.962,1,16182700.73,17395349.21,16598242.13,6869244.502,4463867.413,9898389.437,9848915.941,7021633.142
123,255.2566,10.12,67182.43473,68703.81458,110841.8584,626149.6171,2983965.715,5124010.707,2922756.947,915513.7803,192033.2511,36937.19216
124,361.3195,10.19,1467281.316,1458370.292,1454865.167,1404545.495,1101892.708,574116.7957,158721.011,27251.79195,485.7583333,1
125,192.0789,3.17,3787359.365,4375022.447,3303350.73,2121816.106,1114372.854,636935.0233,276080.0875,150448.3547,92281.66771,125676.4805
126,411.3359,17.8,4463358.521,1195951.891,36923.6309,1,1,1,1,1,1,1
127,146.0694,0.93,5780430.204,1245109.751,23320.49468,396813.1059,361643.515,361549.2164,176489.5485,357799.0079,314164.9438,231082.0398
128,183.066,19.61,1,2892.09309,58617.55468,354502.9016,1376355.127,1439038.636,5243199.369,6087144.519,6093096.518,5903228.041
129,186.0799,9.6,3263202.972,2742987.912,1195692.836,244886.0109,31659.66592,3641.203034,1,1,1,1
130,517.317,11.84,2306094.625,1976299.888,1958855.91,1747893.177,1001170.538,526091.124,296053.6629,195233.2897,249729.6646,179932.8705
131,376.2598,6.06,4161373.029,1296565.921,68168.55327,1,1,1,1,1,1,1
132,284.0896,3.81,2651229.973,2729349.21,1866903.571,856648.32,524615.2462,415944.1118,291168.4828,194934.3894,124133.4458,88267.69363
133,684.4288,18.18,1,1,1,1,1,1,1,1,1,1
134,137.1205,11.9,2104019.275,4135412.432,4577669.255,2010138.009,579113.2191,131292.2741,28264.8562,10678.86523,1,1
135,133.9743,14.95,1,1043.458025,18800.49923,318403.5139,1116561.068,940468.9747,698176.0649,114748.163,1,1
136,700.6125,16.99,3552723.934,3884506.469,4511173.865,3760175.526,2972692.636,2565579.027,877786.4347,2221654.256,845286.6885,1899010.921
137,316.0777,2.16,4091339.044,3960515.192,3463981.504,1814665.437,865843.0056,545768.2092,411118.7073,300833.559,271982.4432,230792.5357
138,633.6178,19.22,6016627.31,4257608.496,739447.6376,28357.22155,1,1,1,1,1,1
139,183.0664,13.24,14556.49103,47304.28987,490662.9205,2143432.127,2376529.265,5375265.009,5476825.36,4967135.402,4150168.672,3226173.36
140,192.0426,3.28,2498326.993,4047491.439,4417017.667,4148311.818,3423254.347,2928672.389,2552326.309,2124976.206,1613040.466,1129822.13
141,287.2837,10.47,3769605.718,3598235.372,3774918.403,3206182.721,1899575.935,528404.8864,72564.2744,6814.510065,1,1
142,352.2621,14.07,3323068.753,2544433.49,1339245.564,485797.1086,133870.2642,71756.39526,55815.94923,39072.40152,21880.04939,11661.80388
143,348.2668,17.8,986480.2785,2864285.034,3771273.253,2467574.266,1250583.852,496543.4174,125309.3072,28640.30443,869.3382322,1232.207719
144,413.1541,3.11,2318979.2,1828521.54,1766215.527,1695599.148,1255848.637,957505.0397,593612.4986,500993.1688,472893.4094,399354.2124
145,336.2667,13.75,1876745.946,2201608.599,3496147.617,4011716.535,3432224.436,2256195.817,1224064.136,1005783.531,905274.8501,987812.5783
146,118.0786,11.24,190714.8098,759128.9304,2510316.489,4146588.675,4411441.164,4104629.09,3715685.405,3365278.453,3276554.371,3011361.376
147,807.2954,6.79,1803751.728,1145506.084,177920.7651,88187.47235,73196.61671,43849.252,16861.74028,3834.222908,2455.98146,1
148,432.1062,3.64,1109957.516,2435187.078,3632734.566,4087015.486,3636084.172,2514111.714,1341190.291,770770.5082,407434.5556,293746.808
149,874.4767,13.22,1,1,1,23156.49771,1,1,1,1,1,1
150,129.058,4.45,1048062.239,2332343.408,3515806.162,4171627.15,3986242.495,3906317.629,3808827.334,3793260.704,3657065.436,3404832.195
151,470.2406,15.68,1891792.285,1791593.114,1809973.332,2128436.545,1593570.86,1315884.55,1039593.147,994842.3019,764267.3399,865989.8778
152,103.0999,11.85,224192.2023,310021.4143,491200.48,784129.2702,1563046.294,2740594.014,2334493.187,3851657.979,2489428.97,3559614.339
153,544.1924,4.79,2575445.494,2753505.369,3407786.343,4227596.148,4360047.669,4116583.365,3060132.353,2275759.519,1897770.072,1782067.604
154,159.0684,6.55,658690.7987,903066.4374,2051335.914,3534675.73,3919477.82,3406249.73,2725276.727,1672775.603,1262277.715,728579.624
155,278.1515,13.58,1421372.61,629823.3393,392559.7365,128849.4063,46261.85694,45559.08827,33229.53421,20644.67035,1,1
156,334.2513,12.7,1371880.165,2510243.52,3340535.61,3399267.679,2898489.926,1898225.634,1144130.393,887737.2071,847111.6121,806798.0258
157,280.1529,4.07,2417470.644,2468469.996,2358945.722,1707261.417,817646.8322,159463.9398,193644.5668,160959.4098,12838.68138,4078.646625
158,768.4792,17.93,2631431.532,2797015.349,2918678.812,3104149.187,3152474.454,3193631.734,3079155.225,2821141.867,2399743.599,1792446.28
159,533.3118,13.27,1148476.942,1232721.578,1108071.629,848964.0502,727817.2741,616148.2065,528070.3717,463105.4537,355500.2125,254858.6541
160,338.2462,16.73,2670809.925,2856228.103,1483378.924,920271.6876,500461.0997,135228.7591,57552.83567,44009.10417,45036.92847,41189.37014
161,308.2716,16.55,14210.40096,18750.84398,106192.1882,705196.0373,1675188.416,3344636.531,1963299.103,1652674.024,3403977.161,1234183.86
162,450.2746,21.24,3643740.246,1521583.441,2627788.482,879822.9076,1509745.189,695514.8255,340171.4476,467549.096,241025.3305,297864.1072
163,426.1147,3.81,2317840.986,2088752.499,2793441.113,2604108.851,2187778.383,1327587.642,681017.0777,419833.4766,404845.8576,377900.3035
164,958.5633,17.96,2088188.596,2150527.711,2195117.753,2251733.775,2469594.3,2457808.782,2491587.033,2630405.529,2576852.641,2467135.338
165,740.2172,4.26,3926619.968,3567670.15,2505094.459,1944487.991,2108692.811,2058560.058,1900245.84,1596399.624,1284732.596,1056888.783
166,989.5727,13.24,1815139.831,1882081.446,1717721.539,772740.1127,542063.4755,566403.4454,511527.7569,546979.7514,524464.9107,410792.9491
167,464.0952,3.95,1,76303.40911,191019.2482,163312.7657,130915.6369,165842.3643,240896.6187,215715.5184,157406.6391,117846.6586
168,220.1135,5.38,1725491.122,1238703.507,861896.8285,427568.473,287804.4078,241000.0486,188206.469,129850.5482,77378.37205,47713.31045
169,722.2112,2.92,158510.3627,979764.376,1374239.577,2025442.081,1329829.407,1907738.435,489609.6061,176307.1207,31848.58692,23762.82292
170,342.1115,8.18,1539818.391,1580859.083,1628362.955,1299429.372,711349.6827,222755.2523,86546.00885,56641.39666,58312.41249,51520.11449
171,922.6831,5.21,1451736.061,1458205.829,1450386.203,1198059.296,862139.0144,523443.5807,345830.7897,281242.1616,252441.1597,230778.0926
172,352.2618,17.07,2240366.212,1775565.757,1200472.343,752553.2048,391356.0575,121042.9082,34457.07605,21645.08794,23762.35902,21523.27426
173,383.3044,16.73,2622598.654,612384.8837,23128.97821,1476.591669,1,1,1,1,1,1
174,479.301,13.2,1275849.534,1244073.269,1296251.509,1534076.019,1443353.821,1196156.858,824835.8801,634262.6134,472844.083,348029.2886
175,137.1206,6.01,854329.8979,1041797.951,3202234.21,3684515.044,1451062.261,580041.5536,440155.0325,327061.2037,203127.8106,101034.084
176,308.2717,16.2,40819.67576,34608.73818,552007.7905,170156.1969,1,415726.805,3170670.211,1748708.538,3840537.446,11370.52481
177,129.0428,0.94,3508425.763,4421839.635,2650072.958,823933.4429,191300.7511,6020.087464,39154.47985,30123.09266,14985.75548,25747.61907
178,996.6178,12.33,1194620.763,1160290.028,832375.5471,446316.8526,253954.861,196874.3974,146514.4149,138007.9103,105906.2503,85472.32368
179,233.0906,14.2,2322858.616,2249583.061,1283059.187,412832.9941,141501.1261,79480.28984,54796.06856,34548.54671,20734.55234,6909.974678
180,320.2355,16.72,947582.2516,2517541.595,3051568.39,1974758.478,919680.1523,297924.8028,66418.91076,13473.03685,208.5308445,571.2660884
181,273.0853,2.35,2658446.95,2323421.841,1694381.984,782669.6243,526890.9132,406964.3091,298249.1133,179505.0831,135511.694,84029.23988
182,236.0621,4.45,2322007.264,3273155.978,1927491.158,903282.0732,454656.8594,426111.8147,414840.1489,435163.0824,440773.7779,450433.3127
183,103.1054,0.92,1912442.793,1651731.776,2195271.412,972671.0141,1395441.635,130556.5452,365796.6809,437582.6754,369256.5559,313194.6081
184,470.0819,4.31,1,843.3414395,1,83565.6624,600307.3313,1721419.128,2822992.581,2540851.628,1621576.714,1004620.147
185,159.1739,0.75,2616362.593,1998862.273,490856.8976,39719.25426,1140.329789,1,1,359.0671905,1,1676.086208
186,756.2123,3.4,3329767.421,2903201.642,2212234.928,1760885.073,1672517.914,1712546.785,1446466.939,1146482.059,824227.3722,668540.1466
187,289.2622,10.18,1026798.099,1025271.666,993902.8833,807177.2761,393398.5083,100011.6245,18246.98317,4255.309252,2660.821906,4452.197828
188,463.2702,13.05,1294034.704,325073.7321,1,1,1,1,1,1,1,1
189,113.0842,5.28,238944.0121,254145.5013,659507.0678,1822518.935,2481047.768,2979519.376,2223853.262,2779904.463,2799595.65,2438451.437
190,148.0161,13.57,1139009.22,1798164.219,1975960.739,1690356.103,1267463.823,1194524.607,952991.2672,831855.5024,514057.3476,340707.9253
191,116.05,4.2,413151.2272,527731.2113,1255292.721,2673010.832,3307872.265,2603892.929,1595000.118,799808.458,394410.8503,184832.4709
192,310.2512,14.13,1509425.147,2218038.33,2296541.362,2508864.937,1815635.682,1473538.991,823232.4061,565106.3543,316350.9067,464824.8919
193,146.0369,5.07,431271.2151,820281.6491,1521129.005,1292044.466,1395713.16,2371999.913,3259368.21,3054381.086,2373398.96,1520925.822
194,119.0737,2.06,1638970.911,2761745.465,3238883.871,2600441.804,1927912.804,1206128.524,700776.9046,427283.5282,319225.4703,289548.8078
195,113.0841,5.78,28644.68082,39410.45156,98503.95117,210874.5963,837551.2463,1360372.526,1961487.083,2563643.548,3636911.622,2863225.265
196,431.2315,11.24,1848776.269,255699.622,25291.23443,10443.83125,2041.353978,1,1,1,1,1
197,936.4503,13.25,1,1,1,5326472.348,1,1,1,1,1,2314348.656
198,329.3298,12.51,2111931.591,2159913.778,2105778.739,2089319.418,1961749.852,1322278.796,565455.4422,134420.4552,25219.77184,6176.520076
199,282.072,2.33,2164314.966,2295927.944,1846594.207,826072.7541,352630.4888,224121.2431,158182.3438,95105.43462,54174.57312,35425.22513
200,618.1563,4.7,1450010.853,1552205.909,622067.0655,770298.4857,875117.1613,1320427.411,891936.6079,451218.4721,245729.2265,97568.79569
201,534.174,6.8,1719291.691,2385214.781,2555151.868,1887671.657,1407000.578,1496013.526,539999.2445,433222.1518,303174.0632,275368.9237
202,773.5786,5.56,279069.8526,350114.9725,1465595.369,3351493.223,1324030.41,300364.6826,573880.4691,1235743.816,1984674.529,1734902.846
203,469.2289,13.3,1,1,1,1,1,1,775593.0867,1,1,1
204,222.1105,1.77,1816561.234,1547225.809,889754.1557,300832.6146,131404.4706,197943.6551,62547.62812,18577.66101,57847.80476,4656.767332
205,103.1002,0.92,1912442.793,1651731.776,2195271.412,972671.0141,1395441.635,130556.5452,365796.6809,437451.9882,369232.872,313194.6081
206,426.2977,15.65,2147136.122,2070741.658,2086521.33,2096557.314,1982647.972,1272285.363,591686.6109,189504.5906,113728.5182,94241.70134
207,955.6435,16.19,875470.4863,917193.9787,891999.9708,730676.3612,747430.6613,489956.2109,255089.9105,79125.81068,10256.4095,1
208,911.617,16.22,894189.6926,844380.195,674808.7116,858364.3823,666319.2446,438065.9962,140968.667,35608.99175,6414.019739,360.7280309
209,245.236,8.29,878363.6885,875307.5889,865910.1086,770258.6233,453328.9788,133932.5894,23674.54581,1764.462365,1,1
210,930.4333,13.08,2707528.332,2483868.148,2182810.62,1824947.457,1094928.514,3783068.673,4559780.735,4848060.084,4659751.55,4546447.069
