ID,Mass,RT,Col-root-NL-0V,Col-root-NL-5V,Col-root-NL-10V,Col-root-NL-15V,Col-root-NL-20V,Col-root-NL-25V,Col-root-NL-30V,Col-root-NL-35V,Col-root-NL-40V,Col-root-NL-45V
2011,363.1043,3.25,781114.335,1,983306.214,1,163904.1925,156160.7143,1,1,109567.522,378020.5244
2012,1342.8906,15.52,120347.3951,180187.5436,1,1,1,1,1,1,1,1
2013,504.1638,6.81,196162.4347,282881.983,275351.3109,205734.5364,145333.0091,111234.9917,55006.11348,32658.56488,35228.47829,20794.86596
2014,324.0825,3.53,27101.55461,45848.93263,144681.9142,297832.4654,273484.0402,162881.5407,122025.4789,100852.4192,89865.16456,75232.45341
2015,997.2819,21.2,190345.2702,219370.9238,188217.2942,111837.2582,75842.45299,1339.896098,1,1,1,1
2016,164.1201,15.63,1,1,20088.4915,43267.1973,102681.7405,173079.9317,215520.2972,258019.7468,210360.7696,177007.9753
2017,108.9558,0.79,13798.22341,18963.91979,40412.95785,110944.2732,177440.5564,242507.8556,255920.7441,244247.761,217948.3647,167112.2387
2018,640.1637,3.54,285744.4757,257860.7109,191445.3938,163767.7881,156058.4495,132425.7926,106825.2651,42699.8308,77003.2977,75400.20567
2019,135.0688,1.27,183684.3495,277866.1223,301116.6989,279286.8748,182359.5429,107986.6609,67285.67855,35658.73765,70276.34617,55066.04097
2020,2079.2458,12.34,381760.1914,374374.9721,222162.5479,221725.2915,184987.0623,247714.1311,237644.8291,209278.8551,183817.8446,172402.657
2021,378.2384,11.3,103017.3573,147292.3426,136900.4966,98355.45607,69700.8812,13183.64871,6694.509162,3404.141081,20750.56026,20312.28883
2022,438.3497,17.52,157591.3209,188843.246,164486.6307,80426.31071,33461.82777,15265.24236,2869.506089,1,390.2792278,247.0057127
2023,1394.9542,5.28,47034.48373,43077.81928,44291.27937,43325.4685,27999.64673,13580.12526,10269.23186,6697.791164,4911.229911,4152.88476
2024,931.4371,13.08,182504.6202,925493.1548,45300.57064,823350.01,470220.023,1335415.603,2134415.078,1591606.164,2257250.387,1473491.067
2025,828.1386,2.98,272863.9406,273432.458,259902.6009,274616.5527,206820.5159,118774.3609,42867.71505,12998.96559,12111.56522,2747.49433
2026,557.2803,12.36,352378.8171,279150.6981,192933.1107,124053.4057,97915.12154,70662.82275,88452.6312,66530.55054,76788.13699,77182.92534
2027,1008.7664,18.53,93513.84737,75707.39917,18130.348,1,1,1,1,1,1,1
2028,136.0527,4.91,57481.05679,159675.2034,181897.8161,75421.26687,25438.75183,228301.7172,1,1,25342.61748,29645.06681
2029,805.6041,5.89,138107.3311,133830.6916,132718.5114,95920.19017,91176.37672,70421.47989,66400.7319,68581.11232,60152.16896,54451.02807
2030,321.2418,3.7,13157.23231,20939.8153,90392.36528,237061.6036,249628.559,134145.2076,32322.44393,5012.896718,1,835.1616343
2031,395.9265,3.07,470586.4411,489386.2084,499159.4403,435862.2618,243411.5962,114247.6871,53143.00164,52826.2533,55571.16418,73710.9702
2032,570.1199,2.09,106126.3023,20641.3964,1,1,1,1,1,1,1,1
2033,494.1401,3.03,64540.66038,82886.01428,92692.33738,121954.5516,103431.7717,71032.08892,44651.62778,32520.43835,33741.72834,24852.83263
2034,494.2296,9.62,136300.1019,100684.343,83773.24612,80893.00397,48663.83432,1232.374427,17417.83198,1565.207314,1,893.826371
2035,580.2351,15.35,1,1,7943.978649,30071.00869,85506.83016,180802.5533,274994.7411,297899.5704,234126.1863,138718.3292
2036,100.0638,17.77,42381.00397,126463.7425,135079.7602,149340.7803,163789.1583,186882.6488,155297.1355,149664.8083,113955.8823,89524.56105
2037,530.14,6.52,252799.6284,278184.7324,277665.8196,288109.3292,250106.9994,205505.205,125291.0834,102491.2418,87999.71872,91262.1618
2038,1045.7128,17.17,102317.0963,97735.03994,65073.53674,61558.89984,56254.82043,77853.3993,30792.20546,16268.63739,11130.53983,1
2039,484.2815,14.31,216154.5849,183521.0663,210419.5314,158247.6454,106920.7647,86354.45196,84579.05036,76806.53854,57738.2825,55125.6926
2040,849.2437,17.3,149860.5613,193419.0591,295689.1295,159345.5539,17750.99718,1,1,1,1,1
2041,354.0624,18.01,1337.001734,1,15522.37508,36502.35772,77588.71854,177395.4391,249218.8213,309492.0771,135788.1238,57784.46857
2042,414.1104,7.09,214182.9249,283386.2957,137677.1523,270661.6162,136277.8926,178126.9671,206716.2726,82161.54927,43986.98017,21986.71752
2043,283.2871,16.06,53627.29345,49040.62718,50814.97483,1,47557.89409,1,2039.16195,1,1,1
2044,112.1253,17.37,71928.53455,226768.6756,214102.7249,63141.4786,10856.64202,1,1,1,1,1
2045,424.298,17.33,195661.0695,227191.2458,129704.4301,66987.34142,20566.14233,10657.08474,6262.222437,7739.582564,9852.427765,6395.072303
2046,406.1389,3.14,152346.3228,158304.6093,110915.4444,1,17145.39906,20245.78595,12398.67892,17739.47624,1722.281563,19289.92005
2047,104.011,2.81,9626.886538,54738.60011,187239.5706,270499.6546,238346.9833,198164.4739,136304.454,82567.73518,45238.72122,33367.50459
2048,371.3035,16.74,200141.9649,119363.6975,18149.8174,1,1,1,1,1,1,1
2049,234.1288,7.26,114851.773,89656.96949,61278.24978,23037.51205,5487.028052,2636.125219,798.4000316,924.1833123,2274.22679,694.9319603
2050,459.2757,12.29,17499.26063,116418.7218,219353.5082,95632.58489,49171.23248,67712.23294,74210.95328,62104.48192,42137.13925,32197.90648
2051,514.2305,14.04,1,1,1,2096.085378,1,1,1,1,1,1
2052,189.099,4.83,185438.0187,225330.9549,174343.8967,95716.75239,56593.38972,30453.81854,38500.88681,42736.78707,51410.34372,55122.12906
2053,513.3818,17.08,137598.864,94336.08549,25574.21586,18748.96211,11752.15222,13611.00937,8572.924973,2394.725725,1,1
2054,301.1164,3.81,174791.4127,7973.296104,1,1,1,1,4037.11495,1,1,1
2055,218.095,3.55,143927.5396,188919.4934,248682.3464,227742.8808,239836.8246,233466.7195,239768.6063,225840.6267,200903.0669,180833.6628
2056,463.1511,10.65,51080.38992,79660.29006,181715.8705,286696.4649,200168.1117,86603.47091,31957.57888,19693.74667,15309.59464,8992.539667
2057,265.9918,16.83,1,1,5000.311899,19522.77,19745.87445,39940.65827,73057.55869,135298.5607,181921.9279,194385.9337
2058,560.5276,19.38,119488.6395,222011.826,314208.7432,278500.2486,241641.6134,199373.9909,99545.56948,152888.8357,100618.9359,28443.95866
2059,438.3493,14.72,180072.747,145110.7486,88931.52376,31404.04824,11412.04017,1913.585708,1,1,1,1
2060,642.1342,12.53,138181.0155,129211.2831,140489.034,137009.6249,126686.0097,108769.6097,67165.98851,33712.2578,23624.04795,20668.9229
2061,384.0994,2.08,218302.3482,114189.8614,103623.7152,48709.09879,54247.75993,48474.34506,15078.34215,13830.76045,7328.863198,1717.614477
2062,728.3118,2.97,823823.217,266235.9416,248767.3111,304473.0155,1,1,1,704504.5101,1,1
2063,139.91,0.8,26488.15741,31471.23882,84738.62615,172660.8541,217849.8118,234824.635,240985.2265,241710.5896,255392.6591,286556.1745
2064,502.1833,5.34,87697.89261,23352.39191,10662.43687,1,1,1,1,1,1,1
2065,801.5236,16.25,183872.9982,193525.5561,221605.3413,178159.7034,134947.9036,67338.08593,19977.49435,1,1,1
2066,126.0319,1.43,203134.2357,76836.89951,38972.54988,16434.3533,1,1,1,1,1,1
2067,984.6055,14.2,1,1,1,740.0882288,1,1,1,1,1,1
2068,842.5115,16.4,230857.3973,236352.2983,237751.5949,268711.1168,261035.7064,118722.0817,257166.635,220266.6622,181655.86,92219.27177
2069,172.0719,4.57,24976.02925,28165.07656,92204.13844,232660.2249,213845.1584,108080.1034,49582.93861,14693.93539,12737.51643,14144.10747
2070,162.105,2.94,11274394.85,13920546.85,10084396,6162109.227,1926210.878,2096201.243,1377757.972,1076337.469,930409.8043,794699.4874
2071,362.0529,1.44,140656.2643,165044.2065,114909.9048,85654.53869,53250.78137,28107.88298,16726.32404,12201.41076,1,1
2072,536.1419,15.94,357618.3095,263719.6804,266150.0441,260222.1278,246878.7485,189212.7564,103537.6352,42652.27126,7832.290149,1061.944782
2073,377.3141,10.17,46126.892,42670.73767,37585.32352,28150.9539,21948.62633,8841.118797,4414.008096,1,1,1
2074,240.1476,1.39,236196.326,1,211704.5563,174581.9114,194058.7153,2767.435166,1,1,1,1
2075,265.9914,15.94,1729.588268,2916.940416,32211.67787,86619.39255,127759.9778,154709.7266,190924.3639,216558.1739,192214.9599,158484.1974
2076,1714.2705,6.11,187972.3444,178115.0424,187114.9087,189542.8536,169494.5285,171339.8024,193158.508,174976.9976,167633.5134,120776.7695
2077,101.0488,0.94,102086.5823,111496.3292,245526.7324,167087.8089,53875.13213,41536.31073,25132.85709,43217.97791,25864.33561,1
2078,206.0247,15.93,10332.70396,20233.74032,39528.92996,37782.13513,46881.72853,36257.88817,46075.29984,105481.1874,140162.976,220324.526
2079,412.1135,4.83,88282.16279,98535.45049,92305.44693,74938.7087,1,1,1,24684.91658,40453.2734,1
2080,392.2528,13.09,1,1,1,867.7039663,1,1,37910.25346,24653.40288,9209.077403,29137.92409
2081,743.4243,17.22,151537.0698,155501.8928,151662.121,116580.2106,52267.97046,7839.32286,1,1,1,1
2082,451.3522,5.56,1,14020.99157,1,197551.3637,276288.512,224499.3633,184401.8537,1,56204.20225,51870.08705
2083,541.2737,7.82,55018.86922,147451.1028,1,1,1,1,1,1,1,1
2084,172.0638,9.6,189448.8973,141640.7334,42093.23175,5310.945138,1,1,1,1,1,1
2085,1000.1949,6.38,229358.9194,214458.7605,114269.6845,194228.3317,132850.8163,194779.3424,180626.7743,158887.3686,157219.2791,143608.5138
2086,426.3499,18.52,176301.9527,182325.9527,189633.6291,171011.2212,132736.652,60252.25092,20071.62974,4330.037132,1095.251436,1460.584306
2087,166.0996,11.26,216715.0376,222381.443,68653.91812,16584.37862,4015.988062,1,1,1,1,1
2088,927.7217,5.78,501179.9708,463790.8718,484135.2748,493667.701,448339.8887,468482.1623,454670.4085,460124.1623,419172.136,423039.8517
2089,517.1325,1.26,70304.54148,60704.8906,11708.61879,2083.648908,2470.909086,959.3749799,1070.517443,1,1,1
2090,950.6038,11.58,95152.16221,91861.06835,78311.95137,43296.3697,27921.82486,21056.26838,17775.36429,11345.89303,8959.121528,7093.588944
2091,880.2371,7.08,166733.019,193443.5148,83266.50469,36892.12332,19663.80085,13252.86125,12120.17849,5687.716891,1536.69126,608.3711386
2092,278.149,9.44,214609.6058,1009.155415,1,1,1,1,1,1,1,1
2093,418.149,5.07,274436.4823,381671.1941,320879.5902,443570.2146,392852.9208,319048.3698,261486.9419,226674.5316,194335.162,152590.4987
2094,476.2388,5.07,126170.5683,201142.202,289535.3682,264070.7013,157165.4207,55660.44249,13696.28353,4339.096436,1,1
2095,1069.5502,11.57,225882.2544,220701.4063,161521.3681,81985.75868,38816.88331,24317.92987,18737.30036,17410.14723,13546.56762,10431.9117
2096,1070.63,16.08,136976.3587,139103.2523,135727.0357,132565.2755,160869.5263,158344.1099,114092.8038,112897.65,114571.0411,104454.0417
2097,591.159,4.18,237936.8866,230732.4397,245448.3095,179031.7588,97269.65982,66833.68797,21483.96062,33392.69482,26746.92911,32131.31492
2098,370.2204,3.72,136952.228,167489.0149,177192.0388,135853.0118,101512.087,103395.7986,72458.76712,43167.01723,11800.11839,1
2099,1152.8058,16.16,125332.5303,119195.0032,60913.84973,3654.648595,1,1,1,1,1,1
2100,146.0583,17.24,1,1,1,1,62678.8817,146057.1364,172080.9611,182804.9502,172157.5595,187300.6381
2101,223.0846,9.79,226211.6434,163417.7187,56297.95163,25861.1188,21513.7978,19680.95791,12358.56075,11236.91437,8863.420937,8085.376709
2102,223.9796,0.88,104703.7605,146202.478,120475.8495,168482.6657,193343.1715,241691.8343,248394.1656,277188.301,287468.1125,308412.3944
2103,679.5897,5.28,97135.43785,94028.82195,59393.7245,18839.42951,2667.595692,1,1,1,1,1
2104,527.2178,6.81,139438.5159,64761.90102,15423.11018,1,1,4084.885961,1022.641162,1,708.7328212,948.6939558
2105,516.1628,5.61,76046.69832,126112.0983,93045.8321,68645.37528,41012.29558,1,1,1,1,1
2106,208.1829,17.79,17202.43585,24578.33397,69960.24342,158716.5619,237749.8447,241780.0829,185145.5815,105067.7569,53644.79788,22888.87716
2107,370.0941,19.84,25442.60307,35764.69455,91119.04922,191363.0496,201185.399,158729.3981,79889.70268,17061.73483,1,1025.402214
2108,1055.629,12.41,97667.72961,89957.27156,56599.86126,13851.22804,825.7036399,1,1,1,1545.193886,1066.370942
2109,852.4921,14.16,969.3964388,1,1,1,1,1,1,1,1,1
2110,557.1831,7.83,108066.7612,102042.1568,54260.59799,18351.37461,3922.468781,8699.512119,6835.536469,4991.830382,2716.651649,3850.203857
2111,307.127,2.16,150430.5019,187158.3801,120463.731,66854.13605,22203.85376,5760.444139,10869.6161,10444.26747,12597.62656,9741.174322
2112,752.23,6.98,230813.3378,163124.3517,159051.965,168368.5493,241908.1453,159529.6445,149215.4456,137593.1676,103878.8389,74873.50627
2113,155.0605,4.46,13321.23713,29895.34511,69722.72738,123994.7124,189142.6831,217646.0103,216660.5099,227870.1105,257630.7432,269168.7917
2114,509.3478,13.9,166153.3531,147728.7414,154512.2353,134214.275,111534.2943,62383.75521,45189.28751,38776.3004,42034.7125,43664.9455
2115,1595.9144,11.63,187525.7376,114951.1907,15216.26896,1,1,1,1,1,1,1
2116,316.0775,1.94,1,152808.9095,1,1,15941.22169,1,1,1,1,1
2117,388.2225,11.46,86541.93993,91187.28654,98741.34582,76402.05687,62226.04097,9345.868259,6332.921193,7169.203494,6943.960857,4197.179598
2118,392.2178,16.72,166438.308,229509.6201,154129.8436,115456.0979,56586.39724,20613.44178,3664.140773,1,952.7457188,1
2119,315.3141,11.45,164200.9501,177825.9669,195292.8917,189071.2134,144563.9157,81729.51319,27626.81138,10368.18334,1,1
2120,115.0423,9.79,27679.80192,38751.36847,42458.10246,70905.73143,101216.1088,173037.181,225380.7754,264748.7196,227386.4772,138379.9085
2121,575.3244,15.33,240308.0597,255301.9444,158320.3756,42388.75557,1,1,1,1,1,1
2122,632.108,4.35,257787.0176,63953.98272,100948.9756,2629593.803,5768611.1,7632896.247,8278450.168,7800382.045,7436350.527,6942328.078
2123,859.6591,18.67,94092.99953,117545.1484,94906.06234,77132.39439,58924.12534,47936.25643,4701.460944,370.2691197,557.4348845,1
2124,1254.6866,5.54,221985.5962,117062.6357,55130.87875,41794.12417,29681.12757,8875.695593,5942.535376,1,933.7250366,1
2125,609.3021,12.58,170918.626,134480.4251,84506.70276,31348.24433,28121.48111,23977.96853,13276.78279,12876.54629,12493.14741,5280.590845
2126,590.5747,16.93,1,1,644760.1274,559961.0851,420695.3154,1194788.365,638998.1081,99455.64605,50652.34866,1
2127,608.2627,15.64,236144.6202,241950.6226,232578.8942,278714.0072,215349.3333,222432.3616,184964.899,146930.9336,75092.46359,45531.15839
2128,786.2225,3.58,276468.4289,261710.8674,163732.4838,153388.8096,141243.8398,129320.6497,118279.4664,113316.1159,66464.24335,58921.74794
2129,506.1948,21.26,186611.021,203407.1167,145536.5664,92129.82243,37385.25067,15264.28166,17719.30492,9634.255989,7488.17833,4862.994139
2130,946.4945,14.13,1,1,1,1,1,1,1,1,1,426.4133852
2131,123.105,5.49,90019.07765,247345.7676,264675.9617,240806.3013,183639.3523,92621.02361,50243.00279,32778.7448,25443.76347,16782.22787
2132,941.5493,14.41,5871.929728,27636.92279,92230.08144,487109.5753,656870.8212,1,1,41170.67282,49140.26587,15941.67114
2133,116.9709,2.24,41368.24616,142045.0619,263936.914,301769.6405,227321.5702,84224.1231,59909.40546,26682.02779,13358.90588,6995.151962
2134,564.4358,5.78,1,1,15946.82621,99668.424,233741.3405,220825.2858,251530.8067,158087.7688,79321.65956,4299.596499
2135,440.3135,16.12,128686.4336,115192.9493,112749.006,95171.11752,83294.77352,77910.30802,35763.67684,16884.5822,22295.51431,17931.93877
2136,208.1574,5.78,1,1,2081.692932,16352.04277,140653.3771,242558.2405,359196.2977,397470.6125,447639.3489,302252.2662
2137,300.1124,3.82,193717.5382,54047.08133,59621.94821,46604.596,22862.58097,1,1,1,1,1
2138,1469.8065,12.29,169974.537,127089.6593,36084.37081,14928.04388,4248.653072,1,1,1,1,1
2139,402.2165,12.73,236890.6381,218174.1431,106968.2652,43111.09253,31963.64929,12243.38267,5568.920456,1,1,1
2140,288.2093,15.39,55520.29457,147968.1471,215703.7791,168715.233,47088.87104,34879.39609,41148.31428,22775.2311,6761.572808,1
2141,354.1101,3.86,75020.26625,92388.20768,54835.78029,19310.59258,1,1,1,1789.513319,1754.843752,1
2142,470.2882,15.68,76711.13302,80446.21374,1,1,1,58979.09295,45365.53001,36423.69879,29857.43963,31588.00611
2143,1131.8249,7.1,107152.1207,109967.3916,101636.4679,87279.35872,83204.97605,38573.32364,16878.99493,1,1,1
2144,233.0909,3.11,164905.5219,137769.3838,107818.9365,91943.78704,216784.4794,254174.5433,273776.4019,229679.5341,181666.3947,163127.8953
2145,490.2683,13.3,96154.85478,109196.6731,96604.97833,66617.2233,2154.593637,1,3568.971933,27851.99125,11955.95441,1
2146,178.0784,4.91,48876.76937,19278.23961,80020.23114,53852.46998,113119.7358,118494.124,68622.36627,36251.32454,100134.9423,112972.1767
2147,312.2664,13.13,5955.682449,21959.6054,69341.01187,119725.0609,159812.2572,202581.6541,239671.8716,266625.8239,234163.2306,204285.0407
2148,766.2437,5.51,20160.26416,19042.73522,27042.25753,32887.39788,19000.25527,35092.99314,19076.39661,33189.03069,19399.71637,11939.27768
2149,856.4851,14.11,1,1,1,1,1,1,1,25224.57584,1,10442.85133
2150,947.5267,13.2,597186.2365,448276.0372,405396.8792,306584.2316,254003.9225,279363.4205,275829.3873,217650.5138,153639.3568,152758.2381
2151,206.0577,3.66,65093.88922,133866.1992,73114.54997,1,1,1,1,1,1114.125864,1
2152,799.499,15.23,159699.4093,180513.1145,172829.9925,198380.1658,171168.9149,137031.4128,138753.2445,72170.69503,52994.33707,51710.51821
2153,810.2369,5.23,49670.1416,115965.6718,28017.3154,2538.555369,1,1,1,1,1,1
2154,464.2751,12.81,95260.98744,87730.72098,137639.7287,111489.7398,91701.56466,37423.22145,13881.40579,4752.161029,7814.704239,7935.75399
2155,225.1218,1.25,249897.4057,21356.3924,1,1,1,1,1,1,1,1
2156,396.0928,6.47,156913.6929,62167.1056,32750.0209,22240.9168,24076.17194,11293.3235,13368.16646,13302.02168,9394.786549,4397.088005
2157,496.4135,15.31,1,1,45665.45242,197536.9124,285627.8582,283407.858,217390.6778,146604.7095,80756.08749,50704.11867
2158,149.0702,4.05,4417.34117,3920.08142,18635.23292,90372.78489,171292.3394,217513.2528,216688.9894,232419.9936,237754.6672,221553.4867
2159,283.0921,1.31,187965.5899,126457.638,92608.50706,78157.71744,84315.12898,78987.22913,73777.18607,56600.27012,72957.87934,74053.42538
2160,147.0534,0.99,480563.9987,90257.03679,7760.788879,1,6656.069176,2531.477349,1,1,1,1
2161,201.1844,0.82,205017.3957,163264.4412,58883.08922,7041.322283,1,1,479.695796,1,562.6539595,1
2162,356.2926,15.76,143346.7162,91958.51876,32898.91408,19135.29433,1733.964103,1,1,1,1,1
2163,768.5366,17.93,187163.0048,196361.6551,197614.0906,206205.5401,163678.5197,172591.4551,152622.4946,130533.5553,120974.6031,71062.2311
2164,516.1511,10.92,194973.3429,154694.1277,110857.5334,54647.23368,27558.72748,15658.63389,8055.595434,5614.259847,2609.919159,1
2165,313.1024,0.94,155837.0732,135037.9056,120635.153,84978.73885,86671.01714,97381.63831,87727.46919,81160.84202,86920.88419,98020.14411
2166,652.4335,19.61,112789.0398,180504.4002,149291.5207,356230.4751,281275.1243,286264.5217,127004.5294,50469.67122,58252.09762,25500.5237
2167,412.2589,16.36,142221.696,134698.7354,141542.3572,119982.1544,88582.15879,23806.38733,15289.14723,1,1,1
2168,418.2122,11.79,202977.1954,141758.1388,100885.0937,49851.53303,16113.6679,1813.181651,4304.194897,2966.634993,105.0995624,1694.428754
2169,116.0501,5.73,39678.70438,54817.53114,101760.4749,160693.3576,160695.8938,227316.4815,141262.0609,120807.3248,67967.1677,27698.92179
2170,122.1107,11.58,1,9106.17439,14169.26026,29152.2322,62933.22199,155031.8032,213283.6214,219430.084,181131.5325,137344.2727
2171,870.4983,19.77,1,1,1,1,1,1,6539.824097,1,1,1
2172,556.1768,2.69,214284.3882,260485.7886,290782.2179,295707.4396,295957.5268,237151.6867,183474.0721,105271.9654,58427.17907,51537.8032
2173,815.5066,15.69,82672.91963,92365.44104,100910.3337,90636.98737,137762.4423,115886.8288,61899.49018,95244.59085,48632.21756,16240.62958
2174,447.1531,4.75,209397.374,209666.9624,211693.6486,214668.7254,208456.9948,160098.7262,101411.6088,75109.03325,59485.26886,73842.4296
2175,305.2567,6.61,65120.88673,59709.94754,68966.362,64761.33522,37086.00439,11421.31784,3751.969116,1,1,1
2176,120.094,14.07,8362.731713,12761.84335,49231.73699,87142.24047,136546.065,150491.0039,128353.3256,78292.21083,57270.07287,61933.12182
2177,121.0893,9.42,14162.05708,17828.64112,16950.94219,64940.21769,151046.8017,233662.0388,253667.6617,223020.4908,163560.7111,118626.9627
2178,778.2086,5.71,288419.2602,258124.3182,253278.2299,95457.17587,81242.76359,77700.76015,72763.91774,41008.68258,116720.8743,71420.6649
2179,364.2615,14.29,50867.53595,87694.45674,199635.927,202369.0311,163102.2585,84137.25029,31232.38899,16963.4698,24370.66304,28995.27802
2180,1004.6238,16.33,51361.00557,95481.42858,19611.16868,70612.46762,98549.75066,76418.80038,22373.05318,68546.25929,46691.51692,44404.35896
2181,286.0482,5.25,84400.29552,177892.6397,200724.3316,189171.2791,191066.5218,177642.8989,146872.5448,1,1,1
2182,161.0153,1.25,48463.44403,81147.20996,198955.4203,398830.6116,321311.3332,255946.0224,196315.0063,78734.89576,69666.12383,68033.33103
2183,202.1319,2.53,238887.0212,95107.09152,34817.53957,21796.13411,12598.77055,10572.97074,8272.30417,3075.000727,1,1
2184,124.0541,4.91,53826.96256,73703.80127,69656.11319,62963.00797,103335.5405,171350.2522,195908.1438,196032.2678,154499.6425,123762.0869
2185,564.1471,4.46,81269.96109,46158.38575,61747.915,1,23529.88149,1,20149.85166,13294.85143,1,1
2186,103.0996,13.91,9080.616289,19701.32913,21558.61663,31669.83831,75389.16774,103782.9646,117410.7953,138979.2486,172750.2527,191471.9357
2187,332.0662,2.15,14096.66799,184286.2809,539195.7983,407879.29,283221.901,246123.7649,180079.7647,118318.571,112803.6769,73061.86706
2188,684.4283,17.88,160265.7134,153264.5795,163149.1538,176580.0675,175488.0552,160619.3673,166463.3385,164699.3881,117328.6324,99632.46411
2189,191.1345,4.17,12924.4797,25174.31028,57802.7944,94593.25667,149021.3402,243091.3974,267065.7231,195635.206,99070.6414,45432.79199
2190,537.1597,7.45,257731.461,276857.3495,255477.5025,238850.5547,180641.853,99155.26389,45098.31638,34705.40258,35867.37436,34793.91855
2191,307.0841,0.95,10631.51876,133584.5831,44225.81982,6394.150778,10358.25366,6141.661933,4298.774683,1588.036942,3009.338849,2503.877138
2192,494.3969,15.86,13650.31547,1,34578.69112,147881.0497,236449.8964,277950.3059,280200.0616,330239.7125,238553.7673,130117.0722
2193,665.3612,17,143889.5141,170511.991,137063.4669,100027.1946,44025.89887,20295.24437,12485.87266,8581.063712,1,4589.243854
2194,913.633,16.11,71410.54867,56884.86575,66864.91608,56262.77304,77077.68312,83956.10211,56678.51808,32789.76344,8756.426667,1
2195,542.1765,5.43,183850.3363,250185.6571,144097.9495,279479.9295,248208.396,211792.9345,1,107878.539,68613.30906,1
2196,935.4871,18.17,212668.6077,213960.304,28239.3781,121761.2842,89239.7244,68002.59421,50565.91704,2163.209272,27642.03634,11144.51446
2197,498.2802,15.65,214229.6703,205845.2426,202003.2777,110254.2987,41256.89221,734.7696744,2881.929198,1,2173.745702,643.8322131
2198,523.0775,6.41,157227.1967,80778.17777,231114.2002,248904.5035,216004.8386,204295.3443,204697.4163,119547.9194,219991.2553,206141.9808
2199,918.4328,13.74,275900.8624,280858.4428,243420.1193,196272.8765,128450.09,185262.8103,217405.6355,252024.9599,229834.8902,192980.2228
2200,812.2177,6.79,187034.4981,206836.0882,179765.0942,228032.7613,94651.33423,187585.1483,149165.4577,138925.4861,78332.67713,40512.77388
2201,217.1138,4.17,26805.68707,1,1,114126.2559,1,220661.9324,188371.7462,127561.143,72500.60848,41570.18677
2202,285.071,6.01,152990.929,165011.2281,169242.165,137992.3094,82564.15552,64449.09566,50817.98313,42692.38682,25742.74068,19901.77099
2203,280.0436,16.83,1,3803.037736,7916.023811,30511.86056,67611.28555,76861.12044,108375.5924,131234.6076,150856.8343,125092.6684
2204,370.1758,6.31,173950.3653,103159.0426,95770.5178,46876.52358,24239.57411,14606.30968,15539.32865,14112.76725,15385.51358,11436.70583
2205,850.4726,14.12,1,1,1,1,1,1,1,1,1,1
2206,406.329,14.71,106678.9306,143888.3929,165127.3583,113706.1295,106879.7313,68172.65089,52561.57903,29366.40216,11649.18158,379.5146083
2207,408.2275,13.03,83016.45835,48956.99688,43211.82084,42378.10718,30833.00184,33299.4662,17229.69178,18757.71749,15354.1679,9077.633488
2208,800.7307,16.26,569493.0683,575757.2095,555935.2159,512292.9788,405586.806,188116.6111,50490.08789,1,274.7830759,1161.235748
2209,671.4157,13.64,235348.1743,199965.8051,181068.5417,149005.1379,162219.7485,103355.7925,79658.59507,26611.39074,48774.12472,22136.10622
2210,393.1316,6.98,158262.0149,61676.64174,88987.22723,51707.86109,47087.84561,24431.68568,7981.494666,1,8248.437621,12649.32957
2211,545.3917,14.09,82002.58372,104482.2977,85657.78364,30982.22389,3352.251839,1,1,1,1,1
2212,384.2873,16.78,169920.9932,189900.2343,126182.4233,80997.41186,55554.26726,25551.85046,5302.858505,1,3133.095448,3015.672745
2213,569.5025,19.16,52999.64126,117065.4672,248404.4812,376276.5013,247064.271,145801.9032,64189.71546,16358.13474,9728.249877,4185.113556
2214,394.2283,3.16,3222.613486,5121.501784,128403.4939,5963.023642,93165.90637,5007.290684,3418.494824,6998.218828,5513.577618,13305.20799
2215,308.2349,14.79,1,1,1,1,1,1,1,1,1,1
2216,155.9563,14.95,1,1,1,1,10877.15962,64340.55449,168523.7343,226733.9144,198541.0819,135632.9046
2217,240.1876,14.26,10311.65316,5438.537762,9213.416769,31412.71282,55303.80881,49026.86553,100257.7667,74097.59776,97683.65548,71302.40365
2218,221.1893,1.37,175984.2594,167815.364,76465.38906,16386.01967,734.1796576,378.3574563,1,1,1,1
2219,784.4532,17.93,201388.6999,203979.7649,208579.348,214697.0913,217148.151,203956.5844,167718.4126,116329.8113,83429.27252,75613.45396
2220,506.2623,14.17,1,1,1,1,1,1,1,1,1,1
2221,340.2618,17.08,122741.7619,152365.2749,111780.2766,86547.93535,40577.48694,13551.58004,1,1,618.8677141,1
2222,418.143,2.81,31988.4508,89447.66533,25442.87372,147862.7256,219732.3007,216093.021,74086.74738,24821.1357,4743.427601,45630.94873
2223,412.2818,15.15,79926.7183,83326.76708,1,1,1,1,1,4410.428671,1,1821.590795
2224,679.5231,16.48,115484.0728,123052.495,153633.1714,153513.3638,139053.9884,51280.53806,12111.35778,1,1,1
2225,588.6111,19.22,12190.17726,13834.28937,606527.2872,389092.5234,282582.1448,283379.5987,180637.7004,21469.06935,89579.59829,16314.12016
2226,869.6066,16.13,59347.33468,33429.08226,74748.32026,66559.4411,70047.41395,68955.66191,44895.21056,17695.90151,657.876791,1
2227,537.157,17.24,199088.4033,360899.5757,236367.2345,85338.77792,1,1,1,1,1,1
2228,417.1291,4.14,27675.16963,106550.9914,168273.4135,146117.6304,102227.9049,80660.276,80135.98749,59009.52983,62893.02881,48786.3448
