ID,Mass,RT,Col-root-NL-0V-3,Col-root-NL-10V,Col-root-NL-15V,Col-root-NL-20V,Col-root-NL-20V-2,Col-root-NL-25V,Col-root-NL-30V,Col-root-NL-35V,Col-root-NL-40V,Col-root-NL-45V,Col-root-NL-5V
6685,143.0016,6.68,7075.446534,20355.52037,22795.29953,27131.02243,28814.7689,28146.71537,35894.00633,35942.337,35733.21952,27692.73111,9601.504738
6686,294.1223,6.24,18949.64582,3047.812065,1,1,1,1,1,1,1,1,10494.70557
6687,324.1339,3.86,70347.0575,31057.14148,15959.84934,1,1,12994.99139,13602.4956,18592.74543,17303.51311,22269.0777,49923.31199
6688,977.5303,4.93,8892.393175,9971.738402,6507.281046,1,1,1,1,1,1,1,10365.1829
6689,254.1522,7.14,20498.60485,12007.16221,7363.418758,6702.737206,5484.76579,4090.259793,5572.484668,3960.901927,2786.461163,3109.896349,18771.85835
6690,803.2707,3.65,32963.32968,39289.29612,11952.27234,7073.529553,6686.617206,4303.253335,5425.533744,3224.568024,3402.252649,3253.165875,40891.66998
6691,328.2251,6.62,1,2105.463479,7216.977025,16000.38253,16199.01114,51961.23852,18293.39091,9629.075054,764.4680654,5098.102161,1
6692,130.0266,6.55,12600.24865,28944.22541,27797.23469,23835.32845,18008.42207,15824.41006,15349.21652,13228.09837,8327.624969,7242.333279,35554.32497
6693,652.1682,4.79,31393.53786,1,1,1,1,1,1,1,1,1,15559.1011
6694,568.0725,1.44,19547.43697,15578.2744,10048.89931,7548.738337,4078.271789,5793.200458,1,1,1,1,14998.91222
6695,203.0585,4.19,1,23441.51679,32625.14761,31192.42185,29827.91808,22775.27216,10402.05351,8264.055764,6493.685783,5134.754389,8263.060421
6696,266.127,2.91,26258.85106,27749.97817,21399.48174,18632.70324,18996.13651,14078.47762,10240.56701,6995.856357,479.1225353,1,30751.67222
6697,216.0358,6.08,25089.73538,25278.79363,11222.39982,917.8686067,3563.001275,1,1,1,1,1,25159.97787
6698,822.1989,3.58,21266.1104,23228.81137,26179.80545,16042.55623,29744.72353,7133.32225,1933.533592,2420.940182,4062.641625,4257.312444,23609.52712
6699,696.1105,3.87,33097.12805,6120.855558,1,3452.151728,3875.570022,3248.087097,1,1885.004753,1,584.2926389,1300.797213
6700,544.3008,13.06,1,1,1,1,1,1,1,1,1,1,1
6701,554.1094,5.02,43409.83071,39962.91632,40511.76792,43594.16007,43661.27637,30013.00978,13889.42674,12227.61463,9761.141351,2847.23763,50013.9077
6702,394.1079,6.15,1,1,1,1,1,1,1,1,1,1,5267.301574
6703,564.2023,6.34,1,1,1,1,1,1,1,1,1,1,1
6704,1071.5065,12.27,22784.30484,18478.99229,21033.91607,25332.40456,20200.84336,26286.58067,31570.18862,28630.4811,26663.35977,29638.24985,21729.63268
6705,211.096,6.78,1,6770.987866,18826.40267,21560.67539,18210.31731,28345.58503,31840.5445,25159.2191,13451.59344,8237.891868,1
6706,691.2857,12.37,38966.17928,605.763752,589.878525,2041.089724,3729.035343,3613.033116,1790.401903,589.1745051,1,1,26604.39925
6707,498.137,3.41,26466.54926,24525.69998,25795.53244,9651.296172,10987.09095,2203.146275,2226.396095,3748.927337,4048.338183,1006.856181,23206.21288
6708,346.1286,1.44,23738.15327,11696.37632,3757.567278,2718.212548,2012.17722,1,1,1,1,1,24168.9069
6709,675.2003,4.4,5301.982658,1,1,1,1,1,1,1,1,1,1
6710,584.3861,17.9,30410.49189,29647.53894,28499.76418,29336.82385,28339.78922,21914.76659,15729.77951,4235.334324,606.4315247,1,30678.0856
6711,262.0749,9.07,1,1,1,1487.87541,1,7787.120006,25167.75805,39628.18741,41673.04234,43394.41794,1
6712,342.1295,14.95,1,17387.83522,43179.50004,41507.92732,37921.96378,26702.17232,22982.71725,17872.7047,13100.70727,11460.8441,1
6713,315.0965,1.24,16055.12465,25315.04549,16009.49108,16431.85662,17646.56375,12920.99996,10967.61558,3586.072073,7641.82207,3693.064398,28969.6589
6714,204.119,10.77,21616.91934,25808.21698,19403.55023,17385.07701,16406.33742,15571.3533,13590.33201,13086.83584,8582.462801,12560.57311,23248.84546
6715,650.1072,1.23,23679.47179,28476.11829,27117.2205,27938.47642,30881.77139,15622.31854,14146.20164,10394.67881,13416.44118,12418.76951,19658.02166
6716,536.03,4.38,14690.7597,25140.0402,14696.92478,22544.63204,19558.15673,15730.73713,20676.81283,11125.4533,13627.27012,12268.01484,22304.98006
6717,774.2126,6.54,39577.76488,1,1,1,1,1,1,1,1,1,13709.03559
6718,351.1779,13.65,7974.403805,1,1,1,1,1,1,1,1,1,1
6719,226.0696,0.87,24867.34063,14957.48513,14052.76403,10022.92122,11881.10312,9101.26106,9052.441645,7421.577038,6067.906391,5030.37385,17200.78152
6720,340.1154,6.94,34034.81191,1,1,1,1,1,734.9532544,1,1,1,6498.266773
6721,763.1371,3.05,29921.08732,17767.77728,8617.361331,330.9220166,3989.719856,3668.965724,1671.763304,563.8331567,1,1,27170.6787
6722,495.1551,6.05,24669.97295,37134.95137,36011.64015,30239.34194,25983.81723,15762.57126,4167.917779,7579.613489,6418.099506,4067.041443,25289.2098
6723,549.0509,5.49,36825.49734,39127.02602,32564.61625,28207.12309,24206.24499,19867.26528,13307.94324,8433.145832,2159.22726,911.7560291,42502.69473
6724,300.0775,4.59,25088.77406,8232.969194,1,4930.16821,1,1,1,1,611.5959071,950.0349231,14346.09429
6725,758.355,3.9,18155.64707,24112.62736,27208.42296,34721.14798,34547.95945,28880.48583,25127.29028,23014.44459,20000.27307,16819.67288,16561.37138
6726,532.0608,3.81,1006.715632,1307.678384,4438.340174,10690.13986,14789.56702,13508.70577,14149.15174,7788.206315,22045.0804,17126.80772,12234.98677
6727,349.0694,5.8,1,1,1,1,1,1,1220.427679,9666.795125,18926.23226,26277.94873,1
6728,714.1368,4.38,16446.18606,32918.98639,26401.40365,15748.94422,17659.44211,7828.057733,2233.692879,1,18803.58676,4982.377262,20779.4399
6729,408.0948,4.22,26218.8783,10811.00848,18487.41424,9538.979015,6763.458682,7771.303344,8360.685844,5093.023964,4032.863379,2656.318118,26405.07615
6730,182.0219,4.07,31303.13703,18531.92025,15913.23477,14827.62047,9103.169697,14987.20331,11242.71057,11009.45705,13329.21907,7880.307346,34462.54195
6731,605.8868,0.8,37978.42608,34122.83796,31815.67087,27060.33637,26248.49179,22588.36875,21216.08374,19071.64126,16154.33272,12170.84137,39180.47232
6732,206.0798,5.47,1,655.2317165,6901.392295,1206.202953,2934.65534,14061.12099,22107.28001,29942.79701,30276.01507,27939.38845,1
6733,437.3066,15.7,32218.74302,29496.7285,15723.44745,1,1,707.4955863,208.8817163,1,1,1,36164.09416
6734,1048.3773,2.94,48949.66797,21267.64019,10335.35221,5223.383518,6696.851191,4801.118615,4380.018271,5354.726733,3161.891858,4391.441801,39963.87271
6735,578.3809,15.91,29444.34628,24224.18541,24122.78007,24933.00072,23348.95809,16634.75765,10331.50145,6100.703641,1606.534198,4148.50782,28943.90403
6736,348.0979,6.72,1,1,1,1,1,1,1,14477.30954,43343.0565,20497.82565,1
6737,336.0961,4.23,28361.03842,3158.941231,7604.169187,9665.943437,9659.107127,17755.90277,12338.23075,6555.378741,2145.767812,5985.879795,17320.30014
6738,272.0689,4.87,1,1,1,3259.453646,7226.152013,15510.65099,34886.74069,27603.33147,22525.53314,18324.46254,1
6739,373.1128,1.24,22028.0536,1,1,1,1,1,1,1,1,1,7640.104074
6740,478.2587,12.3,19382.65308,31638.65847,20899.78018,12254.43202,10542.35289,5927.671368,8661.535645,7495.989198,6221.322252,5353.450989,22719.16634
6741,1011.2872,4.28,42417.78754,13635.19974,8174.90266,6610.348471,6495.724886,5795.701417,5409.316793,5475.573102,2618.221506,2300.653093,32544.95141
6742,270.2553,16.34,27714.1958,19525.08741,14312.91825,15192.67669,15342.99771,9907.581828,11369.58828,11403.72689,12471.23643,12840.92235,33356.72108
6743,501.7892,0.84,26452.82553,20282.97606,19427.20001,15024.39763,14159.2515,12786.68404,13290.40733,14274.64651,12427.09318,10616.83935,26151.05541
6744,862.1469,3.89,1,15458.92588,35569.09394,39235.35238,34811.81361,32890.22652,33767.09828,24494.75579,17827.13007,11985.86636,4837.352269
6745,574.3003,17.07,11535.622,1,1,1,1,1,1,1,1,1,6844.307193
6746,340.1309,6.75,1,1,1,1,4181.166732,7886.786523,11178.25685,12811.16521,22252.87294,19630.19906,1
6747,468.0587,11.59,203.2219531,501.9437689,1,1,1,1,6448.198126,19542.83355,28711.23874,34708.80776,636.0409558
6748,1069.5485,11.57,25247.41799,2833.735537,3464.687767,2859.314175,5199.514282,9766.624991,7609.433993,3537.565233,1982.396086,737.1444438,13070.13855
6749,467.1036,5.72,23128.49129,1,1,1,1,3312.961295,1,1,1,3084.229354,1
6750,251.0712,3.86,1,1,1,4642.946346,4732.768058,6166.371832,14965.56638,25981.11102,28844.63904,23069.10201,1
6751,654.115,4.58,1,1,16779.25681,26007.73752,26877.67719,36186.48337,34257.87358,29136.25787,21244.67353,12082.05536,1
6752,500.1121,3.63,39011.92711,54366.01225,34253.32381,1,35398.75472,20957.04725,2170.139166,1,6464.725929,1,42253.49809
6753,437.0226,4.06,22118.78426,18015.4494,368.1148506,438.8253131,7096.198369,1760.834104,2379.06016,261.9065968,1,1,18472.43098
6754,265.8823,0.84,36314.81209,29128.11497,26414.47539,26951.42562,25126.93026,23838.93454,20969.45456,19195.84178,16945.19255,15606.78131,35128.61253
6755,230.1525,8.5,1,1,10616.48057,30106.09307,33309.19429,19149.28785,11399.06853,5261.291937,1,1,1
6756,838.2116,4.36,27572.62536,32127.47192,17335.30823,6483.298058,5392.841493,1,1,1,1,1666.881069,31800.55441
6757,357.2081,16.37,5856.750424,28153.01399,22023.59341,15376.48494,15133.0312,11766.34796,9144.589445,7466.14075,3171.954537,1,28544.81481
6758,934.3103,5.46,35120.79714,25429.06841,7670.856835,1407.6629,294.644708,726.8734646,1,1,451.270462,686.508049,35481.15593
6759,581.2271,11.83,9726.619159,8846.782173,1111.762591,1,3013.14997,1,1,1,1,1,13159.24181
6760,142.0254,3.54,1,1,1,7036.946618,1,11659.4513,16241.1018,17732.59734,19384.44602,30433.96392,1
6761,650.4486,15.69,51853.90557,31531.9187,16692.17077,18856.35341,17153.63043,14225.75385,18250.20291,25523.259,27769.87093,27821.6402,39650.20075
6762,376.0977,1.23,24589.37399,3863.93177,4764.079198,2851.298144,3337.536273,2353.27548,660.1520598,1,1,1,6070.1446
6763,805.2731,7.66,41316.81468,12115.45877,3051.951448,893.2072103,1,1090.204877,1,1,1249.056472,1,33625.49472
6764,352.1129,5.4,16529.09944,33780.97408,32589.02525,29867.42824,27355.05832,18473.21804,15185.47536,12552.07306,4182.891533,5158.515815,20220.8973
6765,715.1748,4.21,21797.9765,28028.23621,31412.44328,28905.64855,47768.73314,49938.78442,29315.0844,15666.4235,16903.7534,6096.226811,25016.32079
6766,260.0689,3.58,1,7691.59685,11483.01647,20268.67902,20497.13639,29815.89565,32355.30635,25656.81473,20907.86075,10188.47481,1
6767,402.116,4.65,32169.55272,39201.05159,31440.99884,20581.65779,20829.80802,14407.22856,6318.731039,8278.087594,4281.544157,1974.314637,33007.08378
6768,250.1418,4.35,1,2862.655912,16006.37309,27661.20152,28430.9078,20780.38463,10612.54575,3901.351517,1,1,1
6769,850.1132,4.75,41586.70473,22516.06501,8798.945671,3873.025395,1890.825987,1,1,1,1,1,43553.82031
6770,664.1633,2.85,34865.78699,38615.12862,41830.17273,49749.30699,42913.26419,45104.83912,31648.05115,32162.98455,22599.79446,21648.15836,41720.8684
6771,156.004,3.82,1,36709.82871,34452.54111,25302.80586,21549.45345,13328.85152,21730.65196,16816.33479,16269.16861,19251.091,10057.43801
6772,276.1736,9.62,1,1,1,1,1,990.8996477,6825.15359,17665.28824,27108.32079,38369.48942,1
6773,173.0484,3.46,3677.665626,2841.107119,14770.2685,15661.40058,26782.55457,27741.0739,28826.80938,30613.3149,16399.21102,17708.2189,6116.248988
6774,624.1888,1.4,29741.23421,764.8658384,1,1,1,1,1,1,1,1,13564.86745
6775,210.0531,10.56,1,572.2619561,9366.796636,21733.67032,22065.57645,28066.90547,20563.95628,17345.29084,14922.6959,7986.783741,1
6776,637.3548,14.63,1,1,1,1,1,1,1,1,1,1,1
6777,215.9441,0.8,292.6489086,14229.68749,16733.51592,18812.56736,17490.44021,23920.58693,25019.97263,27151.06731,28854.66562,30652.8114,6112.258144
6778,278.1361,4.23,105338.7846,310994.6441,221108.7737,108155.3434,117718.1712,48923.40247,15576.96626,7899.556812,8518.180551,8562.890197,307589.2543
6779,452.0846,4.22,26010.60806,1,1,1,1,1,1,1,1,1,1
6780,722.4285,11.47,32323.47887,12090.90609,903.0252979,1,1,1,1,1,1,1,25911.18472
6781,518.3812,13.9,17039.79201,24858.31753,3846.681098,1,1,1,1,1,1,1,44371.82071
6782,266.1889,10.69,1,1,1,1,1,1,11546.38515,13918.20746,23655.3201,34283.66648,1
6783,524.1059,1.44,15594.08317,1758.098536,1049.637383,1,1,1,1,1,1,1,7528.064186
6784,149.0337,4.11,17711.24108,16837.55263,8965.398488,8294.029537,7743.39131,5260.895399,7020.380978,5906.507936,3679.038335,1,27995.8039
6785,363.2986,11.48,30171.59454,1,1,1,1,1,1,1,1,1,3044.212855
6786,313.9115,0.8,29263.51735,24344.42116,24962.49152,27732.8404,25299.48527,25456.49825,27061.95215,26159.08841,21137.22688,22411.76435,16775.77212
6787,700.3857,13.03,1,1,1,1,1,1,1,1,391.3253947,1,3691.432113
6788,835.2698,11.85,45230.76073,10245.42174,1,1,1,1,1,1,1,1,29443.66601
6789,459.1842,9.57,26489.04451,1,8151.761161,1,1,1,3476.057393,3969.453433,3368.588869,2732.593743,1
6790,338.2245,14.15,1,1,17573.2157,29234.23301,29232.02577,23998.35583,23271.78642,20384.90844,9962.963698,11531.9264,1
6791,368.1594,5.84,11162.55364,1,3790.03247,1,14190.2064,2362.192222,1,1,1,6076.885756,717.1534046
6792,244.179,4.01,24278.64193,19250.49979,21164.47056,14487.12433,14515.92036,11973.648,12959.81903,12760.16051,7671.981489,8296.893935,27308.2438
6793,550.2518,12.64,35860.0632,14726.68561,9408.431932,4885.543293,1,1,1,1,1,1,37172.7893
6794,270.2561,13.91,1,1,1,5132.364395,15412.01769,28780.44657,28487.6921,28183.19318,31047.52229,28741.77737,1
6795,837.2078,5.76,26513.75107,16006.81741,1,1,1,1,1,1,1,1,33534.81962
6796,443.0075,1.23,23959.49617,17694.81863,12770.91854,14609.262,10507.12746,10359.49005,8822.543864,8629.237341,7251.508268,6557.236036,18878.892
6797,557.3062,12.58,26550.30597,8380.84948,4705.598816,1927.002798,1704.022327,4042.344538,1,1,1,1,34488.28797
6798,394.0655,7.96,7062.324968,7453.573014,3723.818073,1,1,1,1,1,1,1,7371.042037
6799,379.1173,8.5,10713.33675,5893.154431,7149.683751,2645.713171,1064.527786,1,1,1,1,1,5455.788533
6800,919.3913,11.58,38962.71939,9239.221072,2443.596432,1246.494403,3919.613674,2229.250584,2562.888795,1,1,1,28710.03107
6801,381.2098,15.69,22700.24365,26930.84197,20476.60884,15857.38077,15536.20147,10322.05588,8675.692231,7041.888181,6038.061961,3785.151964,29726.54185
6802,427.1964,13.66,20840.11059,18093.19483,16882.05483,9820.023327,8412.835962,4771.970833,4727.027762,2967.510549,2992.749511,1,14581.97457
6803,553.0666,6.06,26768.19461,25951.01519,19510.32386,12558.89764,12651.62587,8558.431282,5451.501309,3162.009168,3531.124703,1,30769.22493
6804,568.2026,12.6,582728.5641,1,16340.34609,10203.6108,11085.68739,7445.950091,6108.635751,3709.996479,2209.659448,1422.383353,582283.8776
6805,415.1337,15.69,47217.2374,11628.41444,8670.418634,1,1698.374558,1,1,3357.903014,2560.267366,3788.553452,13979.69451
6806,228.031,3.73,1,1,16990.41653,27397.429,25426.68626,21159.38407,9872.968379,3862.506287,6756.984917,7024.918039,1
6807,352.1729,6.53,16943.29051,1,1,1,1,1,1,1,1,1,1
6808,792.2251,11.54,30223.03131,1,1,1,1,1,1,1,1,1,15244.97102
6809,281.9183,0.83,11180.77709,27614.05181,27361.23517,16498.12042,35531.43402,38047.79226,32511.95337,31978.83121,21782.77252,30595.65148,18113.03157
6810,226.2297,16.35,1,1,3646.945891,11800.91942,19253.57391,16363.80137,28801.23199,17581.56508,15474.74157,14491.07513,1
6811,522.3337,16.52,37548.32051,22290.76256,772.8243577,905.8333117,1,1,669.9437867,1,1,1,8288.250597
6812,434.2894,12.3,1,8193.435422,20142.49804,31256.93438,23926.03555,11802.68301,4494.403434,4134.378927,8150.989866,8595.595324,1
6813,250.194,10.36,1,7111.861115,25686.77561,5981.345668,1,18083.8101,25776.24337,30850.90441,27383.39925,23218.18157,1
6814,650.165,9.85,30645.3683,33692.79509,28946.09249,26809.71899,26652.25231,15299.40755,9461.489907,5445.908255,2268.403354,1543.832656,32678.21279
6815,875.8248,0.79,28523.87443,24827.13815,26305.63983,29270.20959,25725.70265,25652.76919,22148.07321,18977.75231,17301.50186,13836.84938,27695.07729
6816,412.1569,7.05,1,1,6365.665008,740.3098468,242.1511233,15011.36789,24379.10052,28818.61101,21443.40015,30444.06917,1
6817,453.1551,16.38,36537.77503,1,1,1,1,1,1,1,1,1,10761.55067
6818,314.2462,10.45,3737.979948,4345.40276,7851.274562,7500.434946,3937.605573,1194.732203,1,1,1,1,4195.844898
6819,356.2347,14.86,23793.87747,22752.42846,10025.67728,6934.107621,5151.166854,1,1,1,1,1,23816.57183
6820,232.0344,3.83,13096.35554,21582.15629,17687.25367,24740.73708,24172.59052,24981.06278,26971.8577,28306.87047,22260.99075,27603.91498,16779.43108
6821,173.1417,5.14,18680.73138,34376.765,30701.24906,25431.80168,27539.81349,24356.93005,20791.36102,19149.02506,17088.95602,17604.57323,24929.66168
6822,321.0707,1.24,26195.83214,529.4455093,1,1,459.6815125,1,1,1,1,1,5163.941151
6823,587.8921,0.8,46709.57299,20144.31354,17852.84059,13816.42835,14747.5075,7446.822825,8242.097478,2378.83503,2175.285322,1,28850.14842
6824,203.0407,3.73,1,1,1,4521.433819,4513.845268,18831.10844,29355.82697,31095.54209,23811.41919,15882.30839,1
6825,335.0666,11.84,14376.84747,2721.132779,3635.952731,3147.987956,4783.552979,4446.326074,3861.818413,1,4062.829387,3951.036417,7389.659036
6826,491.3015,12.95,10683.82769,13028.37603,1,7221.406475,4269.959011,1,1194.502357,1,1,1,13274.562
6827,693.118,5.48,30356.95863,31165.61241,25056.33024,11948.79923,11558.22677,1,1,855.7019936,1,1,30825.60213
6828,636.1709,3.41,1,1,1,1,1,6858.927726,13729.35857,28435.59097,31897.34967,22621.07938,1
6829,356.2357,17.74,11315.53623,12559.76812,10147.9468,5442.672785,5339.584629,1369.001272,1304.954252,1,1,1,12907.72507
6830,189.0794,5.66,1,5496.996448,20342.19283,22499.54048,23801.5218,22059.59804,21738.40604,20048.75775,15486.73619,13255.69904,1
6831,603.8899,0.79,50071.8504,26472.62483,18610.75077,16697.97734,7736.562629,15066.46319,9455.585483,4899.594454,4046.174658,2043.079393,39394.3173
6832,142.0536,9.6,17894.91196,28899.09779,33771.45558,32843.01048,32523.61684,26102.65344,16319.0425,2126.147217,3989.399379,2195.619955,24605.05517
6833,352.223,8.49,4869.503467,32539.71693,31223.92669,16605.54049,22424.06161,12126.60111,6588.126973,5398.953443,5294.556549,3680.933893,12734.18693
6834,449.2185,11.59,18275.15649,30835.08855,26343.56141,15653.89823,15942.43044,11623.26406,12740.10613,9997.815772,9299.322847,6664.065415,30523.92735
6835,382.1394,5.96,43912.79695,9616.688283,1,6690.490758,1,9949.868791,9171.123258,11198.16129,7534.576906,6648.922094,13105.11488
6836,592.2326,8.07,15819.82245,1,1,1,1,1,1,1,1,1,1
6837,200.0804,1.23,21143.66152,12771.40888,6414.887258,7358.799496,7140.050445,10744.99917,1765.793748,6455.031319,4883.018443,5944.062042,15771.82419
6838,652.118,5.02,33009.91741,25792.24554,23934.96976,10831.39756,9495.050062,1,1,1,1,1,35320.03096
6839,688.2518,15.69,24925.87048,9647.499889,4477.683763,1317.910222,4806.949812,3868.416266,4756.289192,3635.190756,3625.838093,5953.889113,24396.87492
6840,476.0564,7.6,1,1,7912.735361,13204.34235,15946.50534,34782.58219,36984.12577,27251.39906,17138.61885,7019.241012,1
6841,2079.223,12.37,41108.58277,34062.00457,28577.52614,18700.83888,11956.15449,10309.41101,8144.377637,5614.795263,1008.018232,1097.521681,44314.27756
6842,790.3575,11.72,41595.69358,9515.855872,1,1,1,1,1,1,1,1,34732.93088
6843,193.0764,3.28,12278.74163,15647.27365,26691.71301,23730.23,22783.3899,20213.11516,12132.4281,2741.213733,1,1,34102.7742
6844,237.0674,1.24,20512.3282,10071.90431,6805.007786,3222.735921,4245.463429,4027.207,3471.389153,6194.38907,1,8377.391736,20166.81891
6845,1054.5752,12.34,48911.16871,38628.61332,26103.94103,7866.606146,7055.088515,1,2845.26086,1,1,1,49193.68702
6846,324.1403,3.34,1,30148.5583,30877.87302,28326.26171,28617.38226,23639.84939,13246.44834,7835.941015,1,1,22636.29957
6847,461.3081,13.94,20472.75233,20245.6602,9406.921325,1,811.5024059,1,1,1,1,1,21785.8816
6848,793.7991,0.8,36985.15294,35098.81623,40414.89651,40175.44585,40519.23327,40659.02114,40851.89951,42351.21649,40950.92168,37931.19642,30072.63306
6849,286.0713,6.55,22530.28987,28481.14061,29128.97808,32523.96145,33655.83392,17638.17914,21658.59327,13229.42969,5929.756166,1,33035.96373
6850,892.1572,4.25,28775.95495,43798.85075,34631.44688,17232.57317,14116.04967,6271.882002,1,1,1,1,35317.39748
6851,994.2336,2.16,56078.41562,16681.16769,1422.121658,1,1,1,1,1,1,1,32071.0227
6852,156.0346,7.11,1,1,7887.408816,10484.80582,14279.27697,20111.59585,19986.01809,29281.39842,28589.31809,26042.22186,1
6853,242.1517,15.4,26604.36903,10865.55401,4575.103028,1,1,1,1,1,1,1,24320.02072
6854,846.2921,5.08,33310.10778,68926.64777,58525.80953,21490.66348,61701.65804,34110.34719,12975.55784,7833.393018,1132.054599,1,69229.15581
6855,543.1415,4.78,16616.26838,5801.181317,3652.175346,1,1,1,1,1,1,1,16497.69185
6856,262.081,1.24,19014.58114,10927.29155,8881.143755,7314.087201,8697.979517,7095.594779,6620.94135,6152.576355,5530.324143,5010.511383,14687.7682
6857,250.0693,7.64,17259.32951,1,1,1,1,1,1,3132.914804,8213.865809,8539.872227,1
6858,544.1931,3.54,1,1,11193.26993,36725.65398,36888.0887,46645.02362,33485.54308,19261.00446,11025.32931,8009.246832,1
6859,410.2153,6.16,17354.95476,18975.59666,24706.71033,5213.112383,21268.08123,13301.49606,8373.336884,3198.06827,7392.908557,784.736156,6739.813959
6860,264.1577,6.36,1,704.62259,11453.78421,20301.61909,16576.47454,10215.85778,23294.28917,13017.53146,7927.797601,1466.635645,1
6861,189.0789,4.76,23228.52524,20749.77899,24100.15528,22814.79749,30429.49648,19022.01891,19023.43263,12190.77941,7157.150092,4194.737706,29514.54401
6862,306.0349,5.39,25554.23068,1,1,1,1,1,1,1,1,1,1
6863,417.8277,0.84,35009.9127,26386.83247,23892.90628,23613.11628,22158.80509,19115.42137,14779.9496,15397.27318,12668.12576,16880.33344,29714.42443
6864,794.2227,4.04,36485.51383,38326.25581,24318.65564,5665.107252,6725.719997,1,1,1,1,1,58455.50735
6865,383.1696,15.68,32982.03856,36448.88928,40810.02333,26178.63901,20459.41693,16645.69239,12801.67493,12272.12983,9411.157319,3439.745143,44143.31597
6866,142.0799,4.44,1,1,1,1,1,1,8574.366026,21720.8033,8299.725178,19096.45899,1
6867,631.9031,0.79,28954.80464,27262.64216,27959.89414,28945.09954,26361.08033,24477.16909,22913.29034,21833.30893,17216.88192,15388.26296,32701.53788
6868,361.949,0.78,27908.81597,17512.73698,16651.97846,13087.77935,12832.68287,12947.11458,12652.66157,11005.47464,9247.819449,9918.131149,18566.80343
6869,540.1032,5.22,23182.13076,1,1,1,1,1,1,1,724.5541631,4541.934409,5374.084417
6870,475.9296,0.79,35162.9587,22679.05645,17616.53896,16601.91323,14571.39853,12053.83144,11599.06166,11447.57688,10690.36039,9262.031184,28211.4955
6871,704.1275,3.86,15451.55022,1,1,21786.66416,1,1,5316.791904,9429.624786,1,2901.713163,22386.48307
6872,213.9183,21.3,20756.96333,7067.759967,1,1,1,1135.0695,1,1,1,1,26816.06183
6873,615.9094,0.79,27454.65298,22613.88004,20985.75765,20069.3323,18261.09587,18403.16539,17003.63997,16031.36404,11336.99959,10427.79112,27013.16677
6874,285.0694,7.06,17759.01209,8204.420197,4124.808732,4508.140886,4553.889702,1,1,3938.925484,1,430.2585015,12983.90782
6875,274.153,3.16,26013.87813,18373.96495,15165.02617,12071.58909,11220.01492,8684.904216,3911.859102,3425.103462,1,1,26151.26214
6876,358.1681,3.03,22579.5928,10182.5902,3312.667816,1,1,1,1,1,2923.079224,1,32388.87461
6877,307.9898,4.39,620.5617446,1,19573.6582,21327.91082,14329.67464,12671.51579,17598.65804,17950.55942,23740.15042,21802.35474,1
6878,292.1524,5.23,18024.01069,49669.11308,48396.17472,38857.50852,37721.54011,26341.75261,11141.8899,1679.210548,4303.938217,3228.464748,34013.51363
6879,250.1207,9.8,30667.93317,9702.900261,3921.266663,1,1,1,1,1,1,1,21202.42269
6880,548.0883,4.83,10168.30155,1,7630.591867,1,1,1,1,1,2933.153427,1,1
6881,246.1007,5.06,30971.93355,15642.08262,10215.90195,9192.029681,10005.92793,9479.401618,8995.972667,6259.566642,6249.9407,6743.35725,28643.75602
6882,363.114,4.23,16944.77367,6670.335815,6447.801753,8236.287054,8073.143795,8248.64045,7955.066119,7445.683011,6689.193127,7327.849907,12914.15789
6883,420.0635,2.16,1,18221.37517,26102.70722,11534.71799,16191.38773,17204.88124,19508.23796,35759.63312,34359.22875,29682.43937,16624.92836
6884,1078.3354,3.89,24207.04505,15550.05159,1,1,996.7783091,1,1,1,1,1,22301.17978
6885,841.5807,5.89,15110.86695,15018.89824,15604.91143,11910.17233,12064.00783,11212.76817,12303.31508,9921.174648,3517.096606,2240.887047,14802.30083
6886,403.1637,5.05,26429.71504,26011.83583,17845.89369,15970.71072,11235.1011,7544.039018,733.4758669,1,833.090469,1,25025.29653
6887,203.1346,7.34,1,543.4603708,7304.870859,20587.90855,21370.59007,30267.50298,25270.27129,20646.17379,14851.16014,8250.850171,1
6888,448.1435,7.51,27764.65971,41015.50748,32027.55944,24473.09645,22966.20242,10479.46982,9374.821392,2874.159334,4679.460917,3259.148317,40507.68524
6889,841.2289,6.26,29460.89908,22402.70202,33591.96762,30714.46658,23725.03281,33236.35888,26101.0585,15853.3249,14042.41304,6379.224424,32804.34026
6890,208.0589,1.23,19513.21629,6954.106696,9451.248017,15829.39991,14901.75994,21903.74912,21862.22563,13998.26767,11446.45738,12069.61217,10981.61984
6891,226.0847,3.75,1,1,8593.742032,19743.65229,18214.78444,21813.26966,25601.5035,1558.553566,6169.361626,11001.86667,1
6892,400.1715,7.16,8002.845279,25540.92002,30507.3358,14836.14097,15910.8245,6212.825088,4117.845051,3270.331673,1,451.6010061,12516.26124
6893,393.7656,0.85,31431.91332,31355.96282,24629.74485,27409.01348,28333.2485,26411.53628,22927.86335,24215.12721,17348.35294,18828.02742,26900.75255
6894,886.5108,6.3,36008.73669,1,1,3557.111064,2411.782914,1539.175266,1,1,1,1,12263.67419
6895,408.0284,1.23,13488.03517,9895.125851,5759.305356,9706.83089,7730.8115,5663.118391,1276.91274,3461.664831,1352.836462,2430.907946,6733.764879
6896,481.1364,10.56,25657.30448,10792.53439,3923.747822,888.4232412,2918.977491,1071.015622,1,1,1,1,20401.72958
