ID,Mass,RT,Col-root-NL-0V-3,Col-root-NL-10V,Col-root-NL-15V,Col-root-NL-20V,Col-root-NL-20V-2,Col-root-NL-25V,Col-root-NL-30V,Col-root-NL-35V,Col-root-NL-40V,Col-root-NL-45V,Col-root-NL-5V
1,446.2421,13.06,320381738.9,234666580.2,146108472.4,100135855.6,98766533.04,88277142.09,76993283.26,56945850.44,35610851.59,22947697.87,304025405.3
2,446.2451,13.2,1,1,1,1,1,1,1,1,1,227916.22,1
3,446.2442,13.06,208232654,139094677.9,95561073.05,71337601.91,70688302.67,64647403.94,57485426.24,42659316.01,10351193.06,10906385.48,220366730.2
4,448.2605,14.32,102315720.1,32774074.19,1,1,532453.666,343321.5289,347678.8336,282809.3771,61275.36677,284975.1073,1
5,278.2259,13.05,15235711.74,97392626.2,144824146.4,118449271.6,166870664.2,175904458.9,145589907.8,120352874.2,104398629.2,89686043.85,27549120.48
6,477.1166,6.37,66732072.93,65092863,61829104.27,46311951.64,46083554.7,27745411.27,19676010.68,18981320.38,18307570.23,16623352.12,65446978.68
7,478.0722,4.43,67871136.1,53337904.51,35113954.02,28869191.54,28799772.71,28073578.3,26272780.25,21741015.18,16552077.13,12232695.05,65476301.5
8,446.2497,13.06,181165816.5,154387661.8,95148599.54,71433686.83,70771581.49,64590316.96,57396026.99,42773871.36,9592932.512,10769883.84,199185903
9,446.2715,13.03,1,1,1,1,15709.67942,22463.88698,31502.76751,39976.64398,72508.70541,841970.2971,1
10,388.1375,2.94,43739612.87,731899.6858,76592.48037,59723.67699,28253.7608,23201.47116,21358.79947,9377.531823,18123.43153,9586.363283,20751157.75
11,434.2432,13.7,31946311.73,26799857.12,14440673.33,6165035.697,5961400.754,4879472.055,4269108.743,3280654.972,2170180.703,1484186.135,31967093.09
12,279.2287,13.06,3796260.252,24507572.58,52127392.01,58454072.76,64494594.38,67167775.99,55074004.12,38708724.14,24042173.05,22772290.48,5447093.678
13,897.5209,14.28,59125886.77,12990440.39,683008.3916,48478.3997,38760.90894,1264.975042,1,37107.64543,683.6844749,49528.92812,46550297.69
14,450.2757,20.08,51536044.51,43882487.61,21821511.6,11307114.39,12907943.49,8242930.08,6130672.118,2145561.448,1,1,53731609.07
15,432.2281,12.68,24959152.4,19581016.93,10263604.69,4565538.263,4639964.528,3384392.478,2901947.377,2019356.17,1339700.988,843639.6897,25100396.51
16,477.2862,12.3,17815125.29,16143509.57,11691028.4,7512693.595,7370683.196,6196246.682,5866660.887,5041080.039,4159991.313,3201607.504,17500423.42
17,610.1542,3.96,31263293.14,34462087.46,40740242.96,42172581.91,41807872.69,36160804.88,33757208.78,30158582.38,28306852.59,27300470.76,32471812.97
18,896.5175,14.57,1,1,1,1,1,1,1,1,1,11394.58082,1
19,282.2565,20.1,1594063.234,10777.19775,10472925.52,52839227.66,14919128.57,1,1,1,1,1,2609339.643
20,449.264,14.71,1,1,1,1,1,1,1,1,1,1,1
21,422.2445,14.07,17370035.76,12273301.92,4945034.376,2391183.168,2220746.15,1776431.368,1547717.172,1303325.706,999679.5353,753898.6924,16193300
22,422.2439,14.06,17360161.03,12276085.94,4799271.785,2391184.489,1,1781282.701,1519935.222,1297051.484,994974.9298,751710.1839,16192873.06
23,449.2634,14.28,70773828.63,74213837.15,76575834.07,42928126.25,43426266.22,37103622.51,31402228.16,22513983.64,13789648.29,10290424.59,86877708.46
24,475.2709,11.58,15295562.43,14195810.91,9879391.021,6013181.041,5860030.367,4799668.293,4401211.918,3799456.852,3042317.585,2347214.157,15353498.28
25,837.5947,5.56,11974315.18,11863410.26,10668197.28,7022293.937,6828910.456,2874209.956,814617.3659,346504.7078,282295.957,312826.0771,11975869.73
26,724.5099,5.28,12921519.24,12059441.09,8792769.534,3798934.312,3681605.322,913843.227,285759.2877,189006.2703,217409.3765,246423.4952,12844676.86
27,594.1593,4.31,22131268.34,27219352.4,29924319.47,29075435.26,29605830.03,27543650.45,26599616.18,21058748.85,23397998.73,21687877.34,23746493.9
28,154.0029,13.71,760949.7055,8314324.69,22494600.56,28797936.72,28173605.12,29796469.41,29136652.25,27659004.07,25280861.41,22018840.85,1181614.624
29,493.1126,3.1,19980337.3,20923244.1,19604490.74,13553590.45,13447516.5,7049159.69,4587459.77,3787480.879,3303874.999,2940711.554,20311063.5
30,154.0033,12.68,682909.5143,8906089.163,22615014.59,26818933.5,26989510.88,27937857.45,26874778.09,24206574.34,19881195.82,16847896.23,1388180.901
31,450.2751,20.15,1,1,1,1,13689961.71,8244923.799,6130603.548,6321890.882,1311442.669,855891.2065,1
32,280.2403,12.3,302678.2781,2224549.451,9801470.612,15939698.06,16794844.71,19491444.54,20232973.43,17851746.92,16545963.45,13427182.24,391994.9921
33,447.0545,4.44,4217571.672,23089055.57,17291002.18,5090941.985,5055407.374,2866766.794,4541838.483,6335560.512,6624220.683,5489445.939,7746096.32
34,278.2255,13.05,16554226.79,97392626.2,144824146.4,108074807,166993997.5,175904458.9,142478441.4,120385336.7,100169566.6,88178513.57,23217520.06
35,896.5185,14.75,1,1,1,1,1,1,1,1,1555.366606,1,1
36,740.2164,3.64,19283265.09,20437721.15,21639585.35,20076497.01,19933107.57,15114153.2,10431367.64,7741508.513,6554043.006,6019877.454,19327780.52
37,422.2436,14.2,8032755.8,6416057.578,2148305.879,1461966.964,310932.5424,1252470.403,1081999.285,829753.8073,644045.5107,473415.3464,8998720.925
38,254.2252,14.07,990845.1892,6755176.974,15594839.1,18318453.13,16963280.38,16698605.56,14897532.82,11312171.34,7536963.75,5002239.97,1412447.385
39,282.2573,20.19,1,16816.39504,1,1,32801576.74,51122957.29,27625189.78,57977029.75,37546240.29,835884.0341,1
40,914.4683,13.05,8451229.221,11467417.65,16088627.01,17556669.14,16281833.91,14664993.09,13850435.59,16033358.33,14339653.26,12687053.67,8812594.282
41,450.2657,14.22,12230536.26,11908764.9,12351834.47,5468639.416,90202.40677,6442245.526,1,1046278.273,1,1,6945971.348
42,254.2245,14.2,530955.5414,3695641.537,9176613.146,11096924.76,11292654.11,12758752.24,11618582.94,8308773.53,5108807.492,3564171.204,900294.2369
43,950.6797,5.78,5431009.737,5452074.743,5318069.768,4570047.244,4512155.726,2910011.752,1281850.371,441218.1111,239005.4583,206349.3441,5494067.313
44,278.2255,11.58,230997.9948,1927146.468,7747324.735,12923198.4,13457612.88,14666726.22,15044030.11,12132494.03,9927970.697,7268070.529,339098.8487
45,447.0927,3.96,1,1,492668.8487,2717861.31,2768244.759,8348123.135,14373894.59,14967208.06,14088084.69,9956854.566,8417.030115
46,450.2648,14.27,10722490.4,19626290.88,10540114.15,5793195.094,2972990.124,5826478.733,4805302.974,1026894.808,1135097.694,108986.2699,6009153.424
47,463.1003,5.49,11536761.54,12195604.49,11413076.22,7665002.501,7593848.816,4431543.074,3315546.769,2860556.8,2637654.54,2476590.232,11704875.42
48,594.1618,3.64,1,358997.5923,1390258.71,5116422.229,5319977.592,10901695.11,14717640.41,14334830.27,10711864.54,6761486.03,1
49,300.0265,3.98,592.4718054,1,2396.040971,1925.738863,34355.78828,130768.664,917122.5301,3810398.985,9364973.181,15992412.38,3847.040587
50,335.1007,6.55,6785420.013,1946874.975,711980.1997,208899.6755,200906.7064,52687.8747,21178.2948,18483.73441,16888.84382,15979.40685,4318038.827
51,464.1531,5.07,11919269.51,434495.675,10410.99877,1,1,1,1397.372634,1,1138.913262,1,4629333.419
52,478.0721,3.74,11358087.97,11863145.81,10599223.99,6871235.737,6740618.043,4439464.815,3954546.017,3920926.63,3765827.934,3378517.241,11601944.75
53,278.2244,13.21,1,1,1,1,1,1,1,1,1,1,1
54,918.4995,14.34,2522089.844,13953867.6,38206093.8,43496418.64,25123520.55,40239821.11,27771356.35,28589490.45,25942254.63,11062826.11,89799.53368
55,611.4265,4.9,4975814.107,3946889.26,1950177.393,472572.9261,448285.8261,90593.41768,58886.05506,71636.27307,74397.05395,85455.32634,4853886.819
56,484.2806,14.52,1,1,1,1,1,1,1,1,1,1,1
57,508.2811,13.26,6924540.308,8330058.673,6834384.072,4541362.59,4430462.557,3083117.319,2808893.567,2804441.153,2448327.553,2095280.324,7848176.889
58,756.2132,3.4,8929688.597,10208217.06,11135812.69,11550357.71,11539665.65,10928578.55,9442676.268,6771801.71,4360680.169,2879951.852,9294176.872
59,565.3392,12.35,7324041.903,3622040.282,1127285.676,696348.3886,699483.2051,580219.5658,414342.2793,263194.5245,170213.0248,110565.2198,6580855.581
60,418.1482,3.16,8966662.567,104445.1951,8377.332025,9892.292484,11347.94501,11204.42268,10084.49752,17876.8633,21188.72978,22393.24455,2097272.006
61,563.3233,11.63,6588797.187,3066403.509,912906.379,544143.6459,556619.8761,435662.4314,299049.6728,192846.2182,118969.346,76685.9412,5635121.835
62,284.0311,4.31,9674.672006,461.4825986,9065.034749,13313.1398,15542.51507,112144.654,810034.463,2738910.927,5889029.627,9215180.138,8341.298374
63,740.2165,4.26,8778213.93,10552443.3,11142111.41,10336749.29,10297261.94,8045689.527,5768133.254,4318435.455,3584129.867,3330443.108,9377664.248
64,304.0803,1.88,3816272.835,1797038.392,1098253.602,806791.7868,827294.0046,571387.3866,354581.3899,163379.8271,111146.8442,60488.86656,3330084.034
65,791.5871,5.57,56273.83019,342686.2438,1569637.059,4706572.446,4827510.613,8701514.647,10439353.5,10247582.38,9387176.924,8211998.7,86740.68894
66,286.0483,4.3,1,1,28125.02445,337777.8413,347705.5011,1578178.055,3969562.462,6633170.017,8393653.812,9435050.516,1
67,678.5045,5.29,79929.95451,928204.7848,3861448.211,8560345.352,8674276.034,10776242.91,10387657.11,9146103.986,7591213.59,5420146.535,176536.6348
68,424.2609,19.53,1,1,1,1,1,1,1,1,1,1,1
69,116.9281,21.39,9209392.555,5018968.481,5509764.229,843229.4497,1605711.983,1274263.459,1417143.608,1163042.193,969011.8934,943513.9065,5924932.936
70,431.0981,4.31,29005.42338,122533.9284,822854.4348,3093823.278,3219051.866,6883621.314,9424446.362,9139383.516,6732468.321,4739834.247,43313.18524
71,194.0587,2.9,1645787.175,7204007.794,9355006.165,9517272.696,9444076.32,8234347.821,6749083.288,5505494,4596905.049,3711177.64,4221702.384
72,976.2146,6.37,8602210.799,8557855.646,8501990.802,8020295.848,7955596.935,6352793.472,4293829.363,2509153.079,1797530.483,1577947.529,8591790.247
73,186.0292,13.04,354985.3107,3154520.559,9885293.75,11352814.54,13172414.46,12125167.2,10533834.08,8652695.326,7035134.693,5218104.142,533407.3601
74,180.0792,2.93,1910920.57,8915058.392,9267729.96,8603119.787,8521505.206,7300535.025,5949233.052,4731344.192,3831684.181,3068049.328,6196447.853
75,116.9332,21.39,8013727.577,7187124.155,4083819.325,1955447.71,2200165.681,1206669.889,1183177.342,1018763.198,856510.7915,811524.1229,8311558.617
76,450.2753,21.25,6290971.15,1658114.534,391101.9508,86390.89856,742966.1571,25711.09505,717636.5654,118015.2779,150032.0422,5674.576577,731559.0174
77,624.169,4.39,3435703.497,4647174.841,4863599.948,4083249.865,4373799.877,2837037.705,2236095.325,2140913.381,1726442.355,1696146.905,4132681.61
78,342.1321,2.93,4363892.025,1178438.653,400518.6411,222213.9743,212531.4828,203983.5016,208189.235,218438.6068,232270.9917,249516.7609,3712106.751
79,111.9924,13.07,104325.9479,749153.0852,2661987.941,3069036.787,3149576.576,5441926.124,7570532.008,10893672.05,12357046.79,9957997.54,58845.76132
80,162.0536,1.44,8351550.364,3214192.901,2566988.683,1837951.452,1769805.116,1319324.738,859217.676,521795.4446,352433.5285,255757.3338,5400365.621
81,448.0627,3.05,6014532.11,6134679.672,4926476.148,2858517.138,2823265.426,1616098.595,1348050.163,1344370.518,1206075.378,1078743.696,6127557.117
82,978.1269,4.47,6591859.892,6694632.587,6497362.839,5355172.824,5397639.008,3289623.462,2154854.967,1386847.811,1833265.945,1729651.323,6586768.851
83,548.1839,14.27,5275051.671,1,5894287.527,4921937.488,5775224.495,224473.9859,16116.36507,982255.2903,1665198.928,1013005.186,6411006.492
84,790.2699,6.75,2958257.405,1237724.074,765286.1666,221282.878,232635.4119,129537.2134,88752.96775,137032.1507,103771.8547,45654.81454,2893901.881
85,450.2649,14.86,1,1,1,1,1,1,1,1,14354.83475,2825.813129,92392.91958
86,506.265,12.29,5802565.643,6614959.879,5695217.35,3432413.604,3450799.955,2108177.782,1829825.398,1724543.464,1604754.486,1362017.384,5718421.99
87,358.127,2.64,6958881.693,142516.7781,10559.86263,1,1,11017.63643,20446.10532,26067.84181,26728.58444,29521.31827,2228509.27
88,756.2118,3.9,5387250.082,5835236.448,6611852.162,7447833.341,7606429.191,7213501.299,6483663.122,5037389.389,3690430.928,3031886.392,5586184.897
89,192.043,3.28,2764648.12,6305537.82,5095924.079,4405207.672,4339590.912,3435207.886,2491165.322,1667221.518,1098043.714,717942.0711,7094897.675
90,302.0463,3.96,1,1,7633.003314,112924.5932,95410.90431,709380.7549,2259090.356,4344933.399,6043935.428,1707447.919,1
91,342.1121,8.18,3475318.564,3437743.122,2976160.338,1695963.243,1691558.705,679329.5071,325837.0724,214426.6837,173496.7008,148592.5978,3433766.002
92,484.2802,14.24,6098800.45,7241663.986,6087334.187,3671639.181,3663335.857,2356404.811,2166417.343,2042058.568,1836885.453,1522643.344,6731246.714
93,424.2605,19.87,6609400.866,4193206.692,2961428.241,1532774.229,1639907.706,1339601.218,1298411.267,653404.3083,1,1,6558382.648
94,400.1015,3.28,5935153.396,122700.7351,28853.31073,31350.2527,22594.4458,26952.48356,46279.37667,47456.95441,55508.14112,55992.14558,1559246.653
95,464.1532,4.91,5528878.523,463301.5157,21712.2941,1,1,1,1,1,1,8503.674326,3074363.419
96,714.4819,5.29,4655725.169,4440570.125,4328099.019,4230226.72,4269396.343,3619066.148,2185614.793,834825.2234,327033.4036,230538.4777,4574746.492
97,424.2605,19.94,1,1,1,1,1650113.527,1343219.16,1279378.497,653286.9624,504221.1825,800728.5303,1
98,448.2591,16.35,2672148.794,2500216.823,2228914.302,1648529.993,1684106.632,1408509.307,1291519.198,1080100.934,949403.8603,707310.5109,3046479.511
99,340.2409,15.3,4661917.926,4387438.176,3808608.59,2237810.876,2123335.159,764215.0199,179740.4743,56018.71632,39670.17651,33538.93635,4548378.038
100,285.0407,3.64,1,1,1,1,1,1,358929.1287,1529763.57,3587414.557,6165052.412,1
101,280.2393,13.24,11671.53565,86666.09853,1130045.93,158305.8513,298436.4261,1407000.547,838026.3024,1789501.209,1511597.701,2243366.179,20655.1477
102,505.3163,12.35,316515.4648,4060234.745,5734561.825,4044568.411,4105859.4,1640095.814,739283.7199,651581.176,634647.5043,590651.1317,1225428.75
103,330.1468,4.8,651647.445,2340297.246,4101142.854,4727525.47,4755325.652,4807001.477,4245618.528,3052110.605,1863163.641,1085315.717,1006581.445
104,522.21,4.8,5722037.765,1771377.763,536320.4817,197359.3729,200430.0493,124316.2919,108103.7083,104776.2668,92096.56783,84778.54519,4565425.416
105,552.1855,6.8,2676045.501,4362763.415,2244279.101,385301.9035,555054.4068,355125.4437,297421.0006,199536.2659,157313.0289,121315.6042,3050805.357
106,827.5655,5.56,3995123.022,3719067.525,3675862.517,3776108.18,3654255.745,3676953.455,3322659.95,2411924.882,1274157.443,555333.3529,3908754.468
107,596.2977,12.41,3219729.948,3691478.516,3955107.23,3787362.243,3665666.6,2802300.932,1667671.616,1101785.216,773060.1706,689249.7514,3414859.176
108,256.2402,19.88,159023.2465,1806162.192,4406352.673,6784462.551,7247395.15,7318144.05,6864580.677,5362110.377,1,1,382983.7574
109,420.2287,12.7,3165086.175,1950140.78,970642.5483,478960.4183,453154.0113,346854.3705,276058.492,228220.8903,197278.5212,142104.288,3086502.25
110,447.0937,3.41,1,1,1,302226.9713,292593.6748,729826.6645,1727847.863,3342138.66,4843190.889,5247724.013,1
111,164.1202,15.3,59046.84459,83230.87607,596366.3609,2391231.965,2367191.188,4213648.424,4923938.38,4867497.648,4286677.977,3374107.206,54814.40928
112,503.3011,11.63,311023.0852,3705011.796,5197381.927,3390520.972,3381374.615,1262013.579,557142.5775,482338.5396,479211.6321,422807.9181,1019817.952
113,904.6709,5.78,41855.00748,103287.4035,356224.1561,1182598.452,1203741.021,2827713.795,4143109.739,4918875.286,4837889.242,4679335.964,51631.21178
114,135.0447,2.89,70308.31734,225037.2923,371305.9753,647146.2292,661455.3207,1432423.402,2719858.294,3946227.917,4768206.471,5067702.839,111365.0596
115,163.9477,0.91,622596.4445,3190102.695,3816099.937,4666389.286,4660593.531,5021757.922,5131218.381,5304332.189,5098044.621,5074113.071,996199.1304
116,480.2586,7.67,3521208.616,4686457.754,3927469.747,2287860.834,2304917.668,1363484.304,887020.0239,526341.1318,401089.1516,221120.8211,4081857.078
117,578.164,4.75,4291139.92,4919104.244,4925910.92,3790007.007,3719816.204,2311008.19,1375138.088,909602.8525,690630.062,554735.3453,4528324.122
118,448.1016,4.32,1,131318.4443,924031.7229,2525078.401,2593172.739,3893703.567,3711631.919,2758644.912,1789471.306,1339096.141,1
119,548.1842,14.37,1,1,1,1,1,221622.0302,14405.56263,758667.8066,8465.26401,718754.7026,1
120,424.2589,20.22,1,1,1,1,1,1,1,297381.919,1339.607864,1,1
121,930.4076,4.41,1475198.656,723882.5746,159659.929,36196.40367,35497.02905,25952.08848,21888.35254,22749.47929,26067.51068,21544.26042,1325261.354
122,275.0794,6.55,3493055.899,4178383.56,3440987.439,2347536.952,2313579.116,1438601.792,780206.5709,180706.3253,132310.4566,53708.56946,3827266.067
123,870.4924,14.05,17898.91618,1,1,880.3722684,1,1,1,1,1,1,1
124,545.1041,6.45,3560592.121,1126603.294,328021.2066,121738.7512,132494.9486,75741.58821,80398.27046,46710.56669,57080.47007,45506.73043,2724036.412
125,450.2651,14.88,443999.7785,1,1,1,1,1,1,1,13516.92291,1,92392.91958
126,960.373,4.42,14114.55188,13231.52754,29023.76259,52743.21859,68717.54055,42839.97008,42670.48955,36088.21379,8796.477577,770.6889699,19773.77931
127,378.1084,2.93,3795987.89,164789.0913,85766.65809,40304.1408,84253.00861,48233.43347,71879.4177,60180.91973,27493.78746,72364.03931,1345096.588
128,278.2245,12.28,21164.95367,94676.99186,936015.7839,2591392.637,2483293.049,3795874.98,3739865.457,2968896.36,2070269.625,1464765.614,1
129,594.2815,11.55,2876599.317,3046627.953,3189038.267,2814133.612,2837355.567,2108692.563,1196837.178,774082.6487,631369.2302,560727.459,2952415.51
130,1063.7635,5.96,1458910.143,1420544.583,1398003.027,1353536.207,1276675.165,1101593.487,694132.9977,337031.3989,144758.7809,82123.28463,1417251.349
131,601.3965,4.9,2509762.426,2429339.748,2148689.57,1755175.395,1761208.433,848776.2116,222506.9026,97062.59002,85670.68872,93981.27376,2466373.021
132,431.099,3.64,7029.457622,1,11353.20357,37119.49708,36010.25421,320932.7952,1074993.132,2603102.208,4068347.906,4450040.768,13984.83107
133,266.2241,13.73,248100.8424,1540111.647,3396937.788,4008357.198,3788531.584,3767163.648,3003929.894,2173546.512,1489634.906,1028189.26,364412.9115
134,500.2155,12.66,2831905.215,1685439.071,650253.6372,258534.5449,245581.9817,118222.493,68726.59461,1,1,1,2750079.814
135,482.2648,13.8,1,1,1,1,928560.7052,676611.4044,585137.0218,516508.3933,423648.08,332766.7657,1
136,356.1115,2.9,2690564.759,2613528.442,1551073.644,735199.9606,710845.2872,274934.8449,120734.2565,55703.92407,45272.05278,31137.73296,3300021.823
137,484.2805,14.04,1,1,1,1,5466.77095,1,1,1,1,1,1
138,429.1119,3.1,29911.3287,215677.6764,1352799.441,3276712.774,3289126.215,3210394.598,1773212.231,811912.9492,464149.0483,410112.7198,30242.63428
139,978.2145,6.38,2874398.044,2905720.835,2880237.963,2726641.736,2663474.312,2196067.598,1427480.988,859658.3805,618677.3353,549763.1728,2873217.949
140,168.0187,13.05,181358.2683,698867.39,1667651.794,4221866.767,1953156.946,4744031.598,4586555.703,980635.974,3661290.534,2063801.636,1
141,914.4693,13.3,4034918.219,1,2287628.741,6559752.813,1,1,4846465.374,1,1,1,1
142,914.4692,13.31,4034583.546,4612080.132,2288347.235,7459274.878,7847909.179,6661162.375,4845262.658,1,1,1,5272016.517
143,565.4187,4.9,89783.63294,1116423.943,3020847.107,3940383.404,3968585.203,3558138.573,3000289.336,2279711.899,1464959.901,691794.1812,223604.5681
144,493.1122,6.06,2478321.325,2740268.019,2439864.583,1583852.36,1604844.315,794027.7299,481394.7968,350804.2032,268988.3419,225230.9246,2550421.986
145,502.2304,13.7,2318438.922,2663242.011,1028750.142,360084.1387,364634.4742,65120.83269,142964.4977,123732.3922,98853.29289,44923.91318,3788275.428
146,252.209,12.7,220329.3143,1441924.471,2903054.602,3380174.698,3343114.804,3241193.145,2678192.657,1835661.084,1134033.349,661994.3086,327836.4724
147,280.2406,12.58,1,1,1,667109.2565,1341478.835,2027496.382,2437397.446,1422527.954,1613273.243,1129632.724,1
148,504.2871,19.94,6658.338941,1,6537.19433,1,225177.4632,60666.76757,49234.56318,257413.9905,87889.55207,271423.1519,1
149,280.2396,16.35,87970.23976,584803.135,2161555.805,2506901.787,2750358.705,3488682.045,2836334.16,2415785.35,1795728.409,1403346.22,132044.1617
150,282.2556,21.25,25696.14409,492122.8802,1569332.788,2075127.02,1142564.642,1031539.672,2513256.439,2055015.126,4678125.601,704363.6839,42341.24709
151,546.1686,13.12,2464356.36,579015.7524,1524325.644,1062874.899,1843194.02,1115553.05,619977.5264,561455.7665,478733.3756,88399.8347,662748.8134
152,905.5805,5.56,1359284.703,1016159.529,438657.1319,107802.0487,123066.2901,50366.72174,17833.62973,8890.391996,7841.015712,9113.0626,1313707.638
153,792.496,5.29,1413159.623,688590.1704,189467.996,55969.32805,52611.23252,4232.475027,3735.007734,2699.468733,1706.00403,3597.564501,1286071.973
154,147.9737,1.02,54405.70666,588232.3679,1,375224.7504,526560.5299,1,78307.26896,1,326330.9085,1,39588.94932
155,741.4998,5.28,2702185.958,2643556.789,2452027.606,1696794.846,1666134.21,595494.5572,155425.2508,87918.61059,108848.3057,121065.7395,2729856.223
156,531.1807,14.49,1,16145.14898,195165.2628,4316250.9,1,1,2354813.098,1934313.107,1609675.549,1426273.137,1
157,698.2434,2.9,3298871.75,675468.4093,103717.9457,46184.89313,47328.04216,40811.63139,40840.26188,30368.89573,34451.00342,32242.24507,2460040.443
158,497.0854,4.13,2517589.517,2635826.428,2675153.148,2339284.525,2312187.488,1542077.802,805138.5404,539258.1923,372571.5002,341747.4292,2579761.666
159,565.3392,12.58,1972900.21,1153236.026,238399.1406,97327.20405,91603.22184,81793.63509,57293.01164,35576.0343,19612.10391,11310.11998,1807150.035
160,422.2637,14.2,2467848.861,1744000.011,820513.108,441303.4732,485630.0718,359942.5241,336654.7486,297802.6719,192700.1784,114082.9314,2394643.472
161,546.0594,4.53,3232485.482,788330.8013,199345.6579,70720.14337,84583.59001,56047.46956,34451.27499,28413.86256,25215.83983,27229.67148,2289946.373
162,460.2581,14.06,1,1,498564.8783,1,1,1,1,1,77558.18553,1,1
163,346.0906,2.8,2045013.019,1005866.046,541943.2878,467557.4013,448807.069,380921.7599,280510.7195,165873.1378,93234.43701,43038.32932,1901562.001
164,996.6191,12.33,1346077.018,1241762.256,1051994.69,743595.2794,726908.2921,515046.0123,459595.8903,398937.743,327714.0298,257077.2619,1284874.967
165,111.0323,2.35,2043162.745,3280782.301,3250556.345,2804804.016,2777852.784,2126897.16,1463850.047,953774.6303,572127.6357,349664.1201,3063172.941
166,858.2561,6.79,1361887.664,893348.3296,599556.7569,176553.7198,179169.2668,64584.15796,50634.84799,42152.11272,35099.4736,19490.10526,1267764.829
167,825.5524,19.5,1882946.438,1585829.59,1665267.177,649501.8761,638102.9293,184099.7252,70860.85764,122095.4468,89503.27305,36436.16942,2426439.931
168,808.2046,3.62,3065115.923,2483273.112,1261073.06,405183.7117,449778.8985,145992.3607,76418.21286,54126.0106,37745.08464,25210.28173,2920985.498
169,460.2595,13.95,1327191.811,1150862.548,498153.6054,230366.7421,222634.9258,153249.7955,110690.8265,93552.41818,46123.46219,60490.51396,1269838.608
170,436.259,15.68,1815986.637,1029202.585,1092828.643,604512.8577,446901.1705,286721.5536,294687.0453,357199.0764,227762.8066,181928.8395,1963488.271
171,448.101,5.97,1792053.64,1965003.506,1612163.47,1045188.519,1042925.936,581988.5441,340952.6681,272815.1632,195814.4573,163437.4271,1938215.128
172,628.4154,4.9,1777079.598,1600111.66,1120611.713,291341.5379,287065.4494,63040.14867,45628.13064,51720.64807,65542.97954,66513.46441,1835453.209
173,880.4857,13.69,1945554.539,1097949.277,365718.9771,62113.57488,52504.48654,23672.78162,13319.53561,10671.79762,19274.32558,15298.54571,1768059.981
174,552.1853,3.85,1723179.17,363990.6012,183149.801,88052.76905,104416.7921,64487.37833,52432.1787,30145.9081,34583.75264,36010.53305,1158193.022
175,445.1445,7.34,1937070.097,1896679.671,1750992.452,1215980.04,1185822.202,622097.5843,331367.0962,226336.4545,163657.569,128986.8024,1968305.009
176,154.0038,11.53,5093.130435,34860.02606,324807.2249,1360677.168,1312169.208,2550595.686,3073651.319,3170964.982,2934465.092,2684503.404,1
177,477.2862,12.53,1386192.419,1092980.799,1926523.883,1340205.801,1023236.52,637172.1832,420704.8264,444720.715,367083.5152,320080.7135,1638569.247
178,823.5377,18.15,1754751.625,1560384.974,1154339.349,443572.8429,416213.9118,118058.0901,81250.26817,80928.13481,64141.2024,49703.16954,1439230.048
179,1060.2288,4.46,1781978.074,915924.012,235874.0465,73648.21357,67186.17345,49435.06848,47889.93272,43997.66343,41815.33513,38078.84648,1608573.972
180,925.5416,13.2,1562626.427,577048.0996,93213.05302,21226.7038,19987.08852,14087.31015,11919.9124,8498.8706,9076.37053,7404.057186,1373544.932
181,519.2603,11.53,1989464.047,1799420.67,959402.3093,360878.8613,412994.8736,309624.7917,324198.462,313378.0692,227351.5985,166571.7122,2055027.355
182,464.0959,3.97,1,25613.97689,149106.6221,774867.562,790226.1465,1851341.436,2364243.013,2095001.856,1513771.431,967826.2999,1
183,870.5008,14.21,1410668.422,314934.6316,28907.12698,1,1,1,1,1,1,1,1121008.511
184,256.2405,19.96,1,1,8901.193518,1,5736161.756,7286607.757,6744968.292,5365469.976,3818134.917,2405934.415,1
185,854.5856,5.55,2011553.042,2016165.195,1960458.657,1816279.879,1843554.806,1346221.068,656484.654,231348.1347,143727.6731,148216.0343,1936708.56
186,858.2588,5.23,1782680.428,1975874.857,2023324.593,1766793.756,1796981.899,1382729.65,467316.6381,342965.46,155214.5151,122074.3727,1785195.133
187,335.1006,7.69,1300837.956,418513.8334,137351.9352,46945.14341,35558.10689,1,3317.285091,3394.58462,2727.247152,5605.277801,870717.5317
188,550.1907,2.53,2978652.122,308769.8874,58195.58276,18640.78997,22365.9631,18370.2007,16578.60046,10284.44769,19130.18843,21152.67995,1510841.219
189,390.1311,6.79,153256.3528,1454775.454,1230542.28,2354630.178,2346199.473,1675922.117,999945.4538,548775.617,221091.5071,166904.2912,607605.565
190,192.0276,1.24,1237806.532,434612.8402,365729.8845,324579.9975,337749.5951,337127.1655,316307.7904,280449.2549,267380.8985,255528.8949,797505.3876
191,173.1057,4.05,2406144.508,902344.8387,815228.9226,880921.8748,886268.1848,855029.3157,715805.1406,615807.5234,456908.7532,387128.8457,1877989.789
192,820.5345,19.26,1892156.47,1540675.581,695015.8342,146963.2348,136635.5265,30396.43198,26957.75101,28400.28438,27960.52838,27212.12849,1866044.15
193,502.2306,13.7,3902123.489,2666074.734,1030357.706,360723.9352,365999.5793,67245.73765,143503.9051,124014.3716,44122.8908,45131.84088,3797747.265
194,518.2617,21.17,176679.9764,305850.2459,120016.1401,22302.53059,130920.1441,1,1,1,1,1,504228.1515
