ID,Mass,RT,72e123-1,72e123-2,72e123-3,72e123-4,72e123-5,Col-1,Col-2,Col-3,Col-4,Col-5
1078,450.3112,14.59,1,1,1,357099.5741,121241.5793,1,170091.624,1,1,1
1079,256.24,15.81,1,8460.73533,1,1,13249.44059,14778.61933,1,773.4543466,5528.230204,3574.658274
1080,490.1278,8.85,283672.2147,234708.8225,240419.0872,389981.0031,265252.7276,283476.3772,243311.2302,308613.7794,321680.7719,361681.594
1081,417.1287,4.51,283927.7375,274173.171,225680.9989,418773.6314,275076.8648,229201.959,239847.5139,229935.6358,190088.4573,223066.1861
1082,580.179,5.45,373787.0196,428313.4697,388142.7885,362167.0427,390528.3902,235363.3704,209321.8548,295437.0686,261640.3722,277777.1785
1083,376.152,3.67,1470.31897,1269.015408,1093.327421,1073.84263,1772.777243,1,1938.335218,1,5031.057217,1
1084,384.12,6.75,17443.00151,19209.98057,9231.005484,1,27518.3412,25966.84646,23788.13726,25570.96938,15848.50662,25395.73931
1085,340.1296,4.83,31461.00448,326498.551,400566.555,58022.56122,94031.06245,124220.6604,56492.96799,153009.6883,209520.2835,108001.724
1086,200.0708,6.55,183176.5979,262345.7109,170253.9135,293546.2249,280111.8129,248016.3258,174210.0596,283638.2959,204932.8443,279843.9709
1087,509.1062,2.76,365148.0839,210824.1067,368929.7239,162845.1345,255920.991,306074.7894,303930.4577,204775.3763,342866.0543,283878.072
1088,151.0465,4.51,1,1464.39882,1,6010.091127,1,1,1,1,1,1
1089,608.4285,18.78,449365.6816,336808.1212,289095.1067,467764.6337,388339.8706,238653.7931,430012.299,341658.1816,316101.0028,531754.5402
1090,438.2465,7.06,229827.1629,244074.3227,212546.9618,100935.8475,117611.4072,193570.2747,33666.76965,135021.8691,170758.0506,197431.427
1091,536.1713,4.58,321826.552,351346.9071,338267.0303,277240.3442,267625.0192,396570.0807,320512.8364,365791.1527,414747.0581,405350.1466
1092,222.0566,1.51,218353.3748,109637.6057,110872.6682,221795.0552,136240.0005,276730.1659,238146.1016,220190.4735,425847.2481,201864.2501
1093,168.0427,2.12,105468.6613,39088.03936,87949.06229,84829.65311,95032.7696,85487.82933,65347.37422,105329.8731,103132.7167,169333.0149
1094,466.0999,5.49,428802.5311,196412.1654,345090.8698,219075.1637,272867.3393,328186.9553,437936.7487,282295.2411,378438.3181,308805.4837
1095,579.0534,6.38,101970.2611,28940.30441,68604.14612,42929.09368,52074.39127,80885.59579,91167.09348,60399.84059,71156.37764,64972.93042
1096,1062.3426,4.25,285500.0343,216358.2584,292812.8061,181283.7869,141734.2914,375022.4698,395921.9414,390045.766,337958.6837,364052.8095
1097,162.0534,2.8,1,1,1,1,1,1,1,1,1,1
1098,508.1412,2.82,189359.3263,226977.5139,154774.2995,243663.0132,270657.1596,289326.2308,271942.7771,236122.7003,273022.1832,254828.0373
1099,390.1318,4.84,304411.984,328286.165,280166.0806,326927.9098,366709.6092,275240.556,276323.0758,284123.1694,267552.6898,321275.6603
1100,967.5897,13.5,341061.5492,153243.845,198389.4148,322301.0394,248613.9127,266611.3478,362247.7266,263619.6763,220703.8923,259721.1173
1101,631.3101,11.85,230057.5047,204820.2056,270162.222,335238.6404,164563.0191,281429.7514,453503.836,314109.6027,290481.8569,195070.064
1102,133.0528,3.13,1,20988.27003,10312.59324,730.3830409,12905.2946,5969.863116,3507.436026,18359.95139,3566.747204,2720.415849
1103,180.0425,3.02,1,1,1,1,1,30110.43961,16293.33282,31336.22214,28082.76249,39307.06235
1104,858.4995,14.04,1,500818.1192,1,1,1,1,1,494493.8875,543430.0296,16080.09951
1105,550.2508,13.8,468678.1149,265177.4623,231305.9818,168830.0166,230189.8098,200145.6577,451059.8387,161997.7707,125878.0891,151072.0521
1106,115.9417,21.38,403919.199,401341.1413,476858.8285,451706.0601,474769.1421,446883.4365,463320.745,423289.8607,440811.5768,456871.3897
1107,588.2686,11.97,61091.71573,265398.1107,396596.3898,125953.5299,152538.0465,277706.0641,63185.98329,351484.8731,435063.2531,209300.7739
1108,894.5546,13.09,1,667640.3612,80388.00916,43324.18464,1,200250.5068,1,55134.52267,148293.3821,232486.724
1109,338.1006,5.9,1,1,2061.41938,5565.447482,1,9619.492514,7433.580041,6664.770146,1,7222.853444
1110,139.0576,2.3,405725.8448,457914.3713,360848.4875,437626.309,404224.7719,499643.359,473993.3138,594375.0139,460523.8913,484381.0611
1111,330.0958,2.12,283624.7515,310576.2728,312072.93,268601.8701,240112.748,310761.5285,268775.7257,334240.1641,331891.5354,335402.0789
1112,624.1693,3.58,32108.52855,23727.34312,20387.91572,23505.22889,27446.46842,41200.53976,49481.1964,44307.14114,46049.85817,39173.86949
1113,858.5006,14.2,13453.18972,1,1,3291.022346,42358.82445,282860.3907,1603.822638,1,1,285138.5522
1114,362.0859,2.63,205912.8236,166963.3711,144225.7924,247750.9063,183329.7058,329250.6046,300465.6863,317443.1012,354115.0444,365784.5399
1115,1035.7671,5.4,158279.749,128238.383,142467.0658,132644.9298,143259.0661,430749.0655,120536.1694,85296.19554,92007.67048,104967.0305
1116,584.234,16.37,135232.6383,401537.7325,301968.3727,186448.5168,142710.4603,276918.5932,110729.3111,234683.1338,318754.6839,254786.5038
1117,479.3013,11.88,109525.2457,8870.964932,11282.19304,41792.08204,42629.78335,20116.14727,85672.43407,6803.053208,11860.85887,36226.06055
1118,186.025,4.6,149997.5113,114728.989,66648.66655,55468.95273,55585.76289,134468.4037,172461.5906,109524.0465,109324.4146,113569.9574
1119,544.158,5.45,278825.6097,190108.263,202205.2996,165864.0274,336382.8704,185077.8107,178132.488,235526.7256,198476.0057,255366.3468
1120,218.1266,3.67,28971.20379,31138.97272,30805.81747,34456.08909,35003.34063,31380.85455,37871.29457,41476.62946,44024.96834,42430.61943
1121,926.2442,5.33,322094.5878,305966.9223,368191.5085,267835.4194,367460.9895,254145.914,256169.7228,281370.7948,409819.947,268599.3935
1122,146.0695,1.26,14537.87856,30677.82782,1,50567.59785,46363.80994,1,3407.77541,8132.180749,24990.35664,16122.34143
1123,463.1485,5.49,177562.0164,238814.0853,121234.5506,271669.5809,312775.5607,352519.0532,179362.3458,336707.0518,92856.73255,231680.1522
1124,476.2527,14.48,1,1,1,492325.7145,253205.6989,1,1,1,1,1
1125,417.0899,3.27,207953.6214,180970.2092,219003.3297,199755.8095,228948.6039,262204.0705,229658.7271,273255.8015,297430.7674,307133.4375
1126,619.0468,6.45,12148.83516,16913.68245,34112.17434,24546.13082,4400.212392,36777.62154,17242.81597,19063.58975,16419.85465,29144.44475
1127,154.0377,2.8,115292.2219,78776.19498,77041.75815,130226.8518,100841.029,141630.1893,150160.4993,121615.268,177509.3837,219788.6763
1128,146.0698,1.56,162439.6424,1,48386.13384,3580.56208,12402.65736,8158.226278,2232.811228,10508.37443,1,171447.5475
1129,954.4247,12.67,388610.8848,202871.0699,171160.734,440966.8173,319157.5976,333183.8531,339513.5066,286665.2668,269209.922,419605.9816
1130,956.2031,1.88,4702.055267,1050.932419,1,26816.10495,8194.750364,325849.0656,284249.6398,209134.4898,424670.6864,418927.6473
1131,131.0947,9.58,16461.47794,13832.14818,11107.37268,18783.1069,14181.48464,13323.79367,10659.67277,16285.86288,13233.88138,14725.33827
1132,666.2342,4.23,213977.3401,157703.7026,268926.9583,113453.3932,99344.74752,405104.8744,418750.7922,422035.4934,408690.354,399409.1333
1133,532.2882,11.23,360416.844,435415.7027,426601.3982,290932.8837,322614.71,445274.3933,368729.1242,410642.3716,427738.9606,417981.8347
1134,284.0329,3.43,1,1,1,1,1,1,1,1,1,1
1135,275.082,8.17,1,1,1,1,1,1,1,1,1,1
1136,600.1455,5.81,434616.5631,473784.8,392340.8876,371656.2858,449435.754,279320.9063,345954.6197,397170.8634,350686.6675,393577.7593
1137,346.1242,4.23,308922.644,255904.0913,351625.1627,226849.1265,220299.2145,398160.3187,390989.1778,401439.4099,385235.9769,404461.6579
1138,196.0736,3.86,20224.01995,28332.38114,24654.01585,17616.95062,27296.31342,17754.93592,17043.7627,17471.46276,22331.40501,16518.59434
1139,540.1464,3,281554.9975,311769.3337,273640.6144,481504.9189,376444.1317,178736.0138,165269.6377,211886.5653,183400.9391,195603.9074
1140,722.0825,3.48,349103.9485,151948.9003,242523.5726,312839.9954,196632.3181,270143.5083,386611.5143,301405.2999,276367.0453,195843.6535
1141,226.2295,15.22,35682.27927,11726.71271,16848.83848,48495.88861,23867.10469,16934.67805,23283.80326,15098.10747,18441.43595,18197.91556
1142,374.107,2.81,377971.9059,337210.0893,362166.2369,310155.2985,380625.68,357251.1355,365906.0215,391868.0995,299797.3416,310335.506
1143,236.0683,7.09,102566.7652,114049.6607,92971.72918,54888.44654,113561.2244,104021.0686,87666.7713,83227.51847,82168.25701,107492.0717
1144,522.1737,6.73,154492.0728,98728.96349,191070.9734,52312.92615,239367.0353,215083.1003,263876.9206,218430.8121,66576.67937,279707.4509
1145,534.2947,14.5,1,1,1,358192.1923,413035.8942,1,173703.5198,1,1,1
1146,262.0746,8.17,1,1,1,967.5539662,377.6014102,1,1,1,1,1
1147,308.0615,12.7,4777.119604,18712.61162,16308.16595,3204.283484,4969.261483,13655.16566,12905.39711,7215.14782,846.4530054,18249.02083
1148,1030.3523,3.54,45955.26164,48355.73595,40920.64349,41748.7001,56456.84465,283641.7014,220839.823,267614.5231,273272.1129,347457.1126
1149,448.1006,3.84,37394.1537,33911.78742,39225.09864,27648.35564,33051.53267,48560.50675,42595.74627,43449.06374,48039.9275,58394.71252
1150,379.1273,6.16,45458.74973,348647.0233,175161.4311,59138.96317,148160.9933,78430.3639,92504.42775,52553.36432,54958.03991,191687.8555
1151,760.2579,6.81,236722.496,275328.2649,258150.6297,169495.2327,327068.8056,321343.7273,338640.8637,293997.8643,286262.8887,371183.6946
1152,412.1132,7.08,12018.60539,4179.359906,12175.58415,4079.931214,15139.1714,11354.59196,8726.727182,494.2121731,11245.3852,12576.15673
1153,552.2373,7.05,276416.5282,281269.2492,248202.0869,157325.5693,288707.3834,167695.4987,267557.6111,212330.8512,241592.5037,222445.6069
1154,237.0127,1.03,487505.0741,319257.2293,375662.6411,290719.1472,406980.46,280218.3399,357358.3379,373549.3226,230575.7784,433791.6141
1155,508.082,4.98,405325.6096,265658.8593,380585.9686,187151.2384,217264.5115,349167.872,410470.9727,301660.3597,429364.7036,336775.62
1156,186.06,13.05,1,24413.05244,25723.16963,1,1,20464.98029,1,1,1,18603.53813
1157,162.0537,1.06,291603.0545,287984.6173,278256.0691,373339.7057,317364.9111,374287.1264,407402.2687,303161.6624,242728.0454,400494.4638
1158,316.0564,12.41,1,1,1,1,1,1,1,1,1,1
1159,430.0904,3.64,39887.49886,71332.36876,67341.85903,99645.41219,83732.31276,43994.58316,37312.63812,75101.54851,45851.63882,93590.48326
1160,104.0477,1.84,150459.504,183909.5807,188394.9468,131574.7712,148276.3432,147541.6599,114926.6715,166525.8255,175638.3355,163615.1927
1161,874.5324,20.26,1,1,1,1,1,1,1,1,1,768716.1232
1162,170.0478,8.18,135782.9391,297650.2764,191870.5511,349629.3386,399792.1081,190606.396,108914.9327,257175.4147,190938.2842,262633.6185
1163,102.0316,5.07,53138.79763,54948.10178,46047.1255,29488.22816,62931.68933,64324.29351,66247.42893,60927.13714,61666.5012,70296.41614
1164,317.0899,6.55,184101.12,274701.8659,192221.5716,311360.733,315004.8308,266278.4835,187570.725,275918.2069,263377.633,271693.3852
1165,892.4841,14.24,1,1,1,1,1,1,1,15704.09345,1,198685.8438
1166,510.2136,13.19,143665.9892,1,7104.557247,5235.775311,157223.3271,1,1,21039.64874,1,1992.908514
1167,102.0317,3.51,7289.123844,646.2235824,1,28272.75559,1,10979.06609,12582.26153,1,25361.50403,14519.26292
1168,454.1244,4.91,158616.2542,181178.3814,169956.8187,122120.6743,180004.2386,123979.9844,224465.4283,226673.0627,242339.7805,288217.6231
1169,849.2318,4.04,409605.7763,369629.3224,376464.4901,411436.7302,408756.393,373235.5532,403872.1083,418521.2505,370807.5675,412024.9105
1170,151.0421,3.18,3159.103684,4683.784054,1,1534.446285,1325.567874,8655.080872,6674.678168,7024.148658,5684.162424,8294.684282
1171,376.0992,7.58,15633.32294,434072.1829,72146.36744,156224.0011,242753.4754,30857.1396,16750.87087,68968.03253,27646.54155,82127.42866
1172,854.4708,12.94,1,907247.5154,875855.6535,1,1,1265558.713,1,324548.0149,362527.9117,1
1173,1055.7336,5.96,171744.7653,156961.5802,179686.7257,173000.6696,165824.8051,437016.2578,150846.2409,106560.7068,125263.6867,126706.7652
1174,177.0429,3.14,6921.764274,9220.296835,1,2005.85498,4043.848924,1,1,1,1,6821.503994
1175,856.4862,14.15,13403.88789,499945.0348,456777.0478,1,42362.25018,255386.5914,1603.822638,408162.3538,532948.5249,16080.09951
1176,278.1304,3.16,350286.7716,274283.4072,299837.5699,263174.0954,244403.3572,324831.3244,335108.0598,305681.562,401015.1418,315281.9671
1177,447.1151,3.42,1,1,1,1,1,1,1,1,1,1
1178,662.1462,3.8,205899.1131,296465.5125,252134.1574,195844.3705,199364.3145,180757.1536,234606.2938,222694.3079,188917.726,232606.202
1179,982.4577,13.2,76753.52947,1,1,105799.9208,182346.0042,1,259132.4388,1,1,1
1180,117.9357,14.95,1,15893.45673,52195.5525,22279.35294,10385.77693,72915.80646,1,83503.97685,63852.59152,37307.67041
1181,186.0291,13.2,282997.4146,1,1,351740.9494,355453.1463,1,246468.339,1,1,1
1182,440.0546,1.91,105677.0935,73449.02945,40989.97311,201063.2536,151380.7373,329015.1761,375144.0142,358972.5621,377314.841,359742.214
1183,307.0841,8.45,247779.0606,132204.159,155207.8401,214202.1671,128983.6269,229206.2272,244748.0093,216063.5893,245303.7262,192596.4384
1184,776.2534,5.55,305299.898,388080.3199,287460.0614,253854.4781,376160.1054,207328.2209,241583.0821,331390.3675,245327.8202,352278.2451
1185,611.397,16.39,296746.6256,276444.099,271959.3182,283453.3013,240398.4622,361264.4181,335798.9771,325970.3461,320804.1754,286285.3026
1186,454.0889,3.62,1,1,1,1,1,1,1,1,1,1
1187,341.073,2.35,307727.0812,300920.8073,295324.6469,288408.9623,238983.6385,328665.3415,340574.4568,318368.2852,296355.0114,339091.9746
1188,876.1854,4.45,288071.7024,129452.759,158485.0602,85454.8989,139054.0231,213274.8673,355425.3383,170545.8312,225296.2089,197973.5906
1189,1050.4415,13.39,624500.8717,373702.267,264599.0292,707009.0659,143791.9083,385208.8287,355391.401,410170.5298,368762.9879,395180.2852
1190,737.1754,2.94,2807.587709,1640.679998,1,6272.634019,3079.032484,174687.4677,163043.8435,178112.4035,186931.9042,199386.0909
1191,572.1727,4.3,1,1,1,1,1,1,1,1,1,1
1192,614.1669,3.88,191330.0147,211179.8942,211065.3835,170712.5583,218415.5081,153333.0577,153511.0731,171465.6129,168043.4287,190150.7844
1193,856.4861,14.02,1,320517.1382,293747.447,1,1,357035.3766,1,431736.0857,417652.0251,437909.1381
1194,176.0328,1.23,288201.6781,14854.29571,57581.03259,174499.9507,291590.1131,31188.84906,7568.355555,48281.94037,31279.1178,7805.776437
1195,200.1415,15.86,1,1,1,1,1,1,1,1,1,1
1196,522.1682,14.06,1,306034.2799,244601.3327,118052.628,1,232416.2483,109261.7566,426353.5202,340084.1605,64105.40952
1197,446.271,13.79,1,455320.4593,571837.6668,258991.8988,1,433883.5604,1,382880.4645,390485.2418,400212.8013
1198,165.0553,3.16,1,1,1,1,1,1,1,1,1,1
1199,504.2856,21.3,106691.2719,314744.624,126907.8892,188436.6219,230438.7001,191789.1934,167582.0295,92226.51882,156855.726,65748.75946
1200,567.1805,2.53,1,1,1,1,1,209624.7731,169178.2633,252311.3559,236910.0131,219203.8079
1201,354.2198,14.05,230007.8547,316514.6163,219235.4324,333833.67,280395.212,205238.3051,293572.7108,290894.3355,249810.6887,278602.2959
1202,146.0584,6.38,1,1,1,1,1,1,1,1,1,1
1203,206.0514,4.44,18814.87827,7282.535786,1,8904.024269,11475.14148,19187.50989,30177.39682,15655.79334,14481.36528,8866.563254
1204,524.1841,19.56,1,1,1,1,1,1,1,571543.5667,649338.6948,1
1205,309.0619,2.35,324456.3108,292582.3138,242530.2864,288980.4813,232729.8392,334829.3394,351571.9648,340278.8524,313989.4853,371080.6445
1206,312.1209,2.64,6076.019025,8547.794089,5607.200487,10207.1543,3194.610009,26561.72441,6035.258831,24175.44168,12858.6081,21398.8056
1207,837.6358,5.57,323704.3009,657647.5468,686182.8929,436305.4709,526830.6873,1,349612.4248,355005.5396,409478.1778,478096.3245
1208,576.2657,13.26,512944.0271,200316.4482,303582.9159,250452.8619,245029.9433,137928.0162,453745.0297,125141.0127,227114.0825,213026.1025
1209,790.2134,21.07,120418.1045,202883.9284,586834.1278,422391.2921,415604.2859,323387.6462,224096.8255,704135.1008,318539.9061,726590.6979
1210,412.1144,6.79,1640.061929,6992.232993,1601.879001,1735.651567,1,12066.67166,30566.04644,15007.26064,10441.04744,10946.77446
1211,718.2832,4.96,264337.3108,525338.8896,288511.9742,182060.4214,368704.7518,294317.3424,332096.3865,289379.4474,354913.9398,351687.2086
1212,122.0366,4.58,22792.45334,26981.66797,24321.76985,31435.0425,1,1,27390.18169,1,1,29555.53445
1213,1058.0822,4.45,434980.36,252065.6938,330255.6709,186533.5219,281625.8614,370956.9361,481926.3871,330101.638,389982.1726,353179.3902
1214,565.9954,4.48,1449.587744,1,1,1,1,1,1,1,1,1
1215,430.2015,15.82,230020.4943,211298.2282,235151.5445,193178.9308,173156.8787,395213.1101,335758.7162,267762.2707,305574.2261,316065.295
1216,830.1863,3.58,131272.5042,105522.5712,127643.7909,143139.5745,111275.7301,235237.1842,214472.9239,248413.6308,196159.4421,219052.1023
1217,324.227,16.38,149518.879,100833.0778,130085.0522,163642.0347,146748.4084,153657.9802,129235.1635,134793.8769,137269.847,134264.168
1218,176.0548,0.97,331645.5648,364381.8005,373739.9966,513875.1913,431645.5637,383282.8364,350001.9899,302843.6352,394517.2594,426589.3697
1219,296.2357,12.84,34322.53312,60040.39462,49523.42865,71135.3419,97967.74882,65905.89349,33449.49123,287122.5936,264534.1867,1
1220,632.1742,5.27,270076.7011,221561.9494,264936.0285,253002.4757,240610.9349,165858.2214,267257.2116,377191.4686,302747.4726,318089.2919
1221,286.0526,3.37,9992.970697,8907.259583,4630.992463,7985.315707,8095.218599,8992.45354,10147.9457,10888.74511,7860.519185,9688.267077
1222,242.0196,12.42,149.1593729,1,1,1,779.8834871,206.2911805,1,1,1,1
1223,1027.4978,18.17,440483.2327,721.7269011,1,344575.7434,513795.1292,257214.7652,627935.7043,7121.3485,1,179603.2919
1224,181.0505,3.02,1,1,1,1,1,30110.43961,16298.5507,31336.22214,28155.59498,35980.63552
1225,958.4549,13.7,359894.6042,102626.4686,158762.7474,381501.1365,238255.3354,284442.2602,286626.1204,244415.6768,1,333002.3001
1226,180.0427,2.51,1,1452.060239,6596.027859,1,1038.030089,16886.07191,1,30302.23279,7776.992995,14335.78887
1227,978.191,4.47,551731.1986,373216.3596,286145.999,262739.6796,347879.0459,478823.7357,604428.4067,451184.0985,492344.8841,387909.0712
1228,845.5475,19.16,391792.9835,230600.0201,214899.9634,335796.5856,415056.8333,179982.0122,376887.2864,274323.2498,266241.9979,514259.8244
1229,534.1763,12.67,1,1,1,1,1,5664.359912,2237.133597,1419.533447,1733.96581,1
1230,312.1757,14.5,81950.38367,1,1,147875.4947,141101.5678,1,46118.59803,1,1601.223398,1
1231,1046.1113,4.53,308196.8751,354123.501,352131.8946,256370.5858,151378.9393,285287.606,293442.136,327158.22,284793.0605,322144.4929
1232,208.8459,21.37,340681.7735,334424.3801,291135.744,295167.1957,291806.8018,347602.6469,337933.3505,342959.72,302113.9392,330797.2267
1233,462.2395,11.2,207972.4328,243821.4054,325701.402,44231.80737,24639.07488,381765.9498,276398.0046,653979.5321,448012.6408,92816.95032
1234,225.0098,4.44,22699.47217,12229.77293,16956.59458,8718.800547,13064.89471,17707.26022,24815.78368,15713.28668,16769.76158,19263.86178
